Circuit,ActCost,Act Gate Count,sim Cost 0,sim Gate Count 0,sim Runtime 0,sim Transpile Time 0,sim Cost 1,sim Gate Count 1,sim Runtime 1,sim Transpile Time 1,sim Cost 2,sim Gate Count 2,sim Runtime 2,sim Transpile Time 2,sim Cost 3,sim Gate Count 3,sim Runtime 3,sim Transpile Time 3,Cost 0,Gate Count 0,Runtime 0,Transpile Time 0,Cost 1,Gate Count 1,Runtime 1,Transpile Time 1,Cost 2,Gate Count 2,Runtime 2,Transpile Time 2,Cost 3,Gate Count 3,Runtime 3,Transpile Time 3
"   Gate Qubit
0    cx   3,6
1     h     4
2     h     0
3     h     1
4     y     4
5  swap   1,0
6     h     5
7     h     4",27,8,55.0,27.0,0.10803863477508699,0.008195638656616211,31.0,15.0,0.10369674719341844,0.00800180435180664,31.0,15.0,0.09940848605654994,0.018036603927612305,31.0,15.0,0.09516583329871049,0.030054569244384766,55.0,27.0,0.06427311897277832,0.008248567581176758,31.0,15.0,0.08114957809448242,0.01602792739868164,31.0,15.0,0.07882261276245117,0.018364429473876953,31.0,15.0,0.14458894729614258,0.02508544921875
"   Gate  Qubit
0     y      1
1     z      3
2     z      5
3     y      4
4     y      2
5     h      6
6     h      0
7     h      2
8     z      6
9     x      1
10    y      5
11    y      2
12    x      6",16,13,39.0,39.0,0.1060565674431625,0.005022525787353516,14.0,14.0,0.10319021355090276,0.013486623764038086,14.0,14.0,0.09872971197036512,0.016031980514526367,14.0,14.0,0.0944039409848626,0.024435758590698242,39.0,39.0,0.0654137134552002,0.0044171810150146484,14.0,14.0,0.07816386222839355,0.015531539916992188,14.0,14.0,0.07691812515258789,0.019374370574951172,14.0,14.0,0.08067870140075684,0.022121906280517578
"   Gate  Qubit
0     y      0
1     y      0
2     h      0
3     h      5
4     y      4
5     h      3
6     y      4
7     h      5
8     x      6
9     h      1
10    z      3
11    x      0
12    h      6
13    y      0
14    h      5
15    x      3",23,16,50.0,50.0,0.10539209303332778,0.004024982452392578,15.0,15.0,0.10300591277967895,0.008008718490600586,15.0,15.0,0.09868299848634692,0.016536712646484375,15.0,15.0,0.09432517881421,0.023546934127807617,50.0,50.0,0.06016135215759277,0.00824117660522461,15.0,15.0,0.07726907730102539,0.012033224105834961,15.0,15.0,0.07986831665039062,0.021390676498413086,15.0,15.0,0.07729411125183105,0.024040699005126953
"  Gate Qubit
0   cx   5,2
1   cx   1,6
2   cx   3,4
3    z     3
4   cx   1,6
5    h     5
6   cx   5,0",28,7,134.0,30.0,0.11115280413416577,0.008496284484863281,179.0,39.0,0.10787434125374488,0.017659425735473633,159.0,35.0,0.10295832426674013,0.02030014991760254,49.0,21.0,0.09593404558704434,0.056139469146728516,74.0,18.0,0.06949543952941895,0.0070607662200927734,79.0,19.0,0.07731413841247559,0.020037412643432617,79.0,19.0,0.07423090934753418,0.024034738540649414,34.0,10.0,0.06213665008544922,0.05712270736694336
"   Gate Qubit
0     y     3
1     z     0
2    cx   6,3
3  swap   3,5
4    cx   5,6
5    cx   2,4
6  swap   4,2
7     y     1",40,8,116.0,32.0,0.11016499585540436,0.008173465728759766,145.0,33.0,0.10688549182688886,0.012026786804199219,145.0,33.0,0.10255140298721621,0.020068883895874023,84.0,32.0,0.09670943611646739,0.07268166542053223,146.0,38.0,0.08102679252624512,0.00809025764465332,145.0,33.0,0.08064126968383789,0.026368141174316406,145.0,33.0,0.07347583770751953,0.12084150314331055,84.0,32.0,0.06707620620727539,0.07569098472595215
"   Gate  Qubit
0     x      4
1     x      0
2     z      0
3     y      1
4     z      3
5     y      2
6     y      1
7     y      2
8     x      2
9     x      4
10    x      4
11    x      4
12    x      1
13    z      1
14    x      3
15    y      0
16    y      5
17    x      1
18    z      0
19    y      4
20    x      0
21    z      3
22    y      6
23    x      2
24    z      5
25    x      0
26    y      5",27,27,63.0,63.0,0.10472603896936812,0.00803065299987793,8.0,8.0,0.10348399931646289,0.011045455932617188,8.0,8.0,0.09889543458365277,0.008022308349609375,8.0,8.0,0.09446841277738197,0.012023448944091797,63.0,63.0,0.0646827220916748,0.007137298583984375,8.0,8.0,0.08465313911437988,0.012025117874145508,8.0,8.0,0.07818245887756348,0.01544499397277832,8.0,8.0,0.07265186309814453,0.019040822982788086
"   Gate  Qubit
0     h      1
1     h      0
2     h      3
3     h      3
4     h      5
5     h      1
6     h      0
7     h      4
8     h      4
9     h      4
10    h      6
11    h      4
12    h      0
13    h      1
14    h      5
15    h      3
16    h      2
17    h      1
18    h      0
19    h      2
20    h      4
21    h      6
22    h      3",46,23,69.0,69.0,0.10428349137026177,0.004003286361694336,3.0,3.0,0.10375219796063996,0.010027647018432617,3.0,3.0,0.09919982713381334,0.008578300476074219,3.0,3.0,0.09490524398912799,0.01833820343017578,69.0,69.0,0.05916619300842285,0.0060122013092041016,3.0,3.0,0.08065295219421387,0.011548757553100586,3.0,3.0,0.0811927318572998,0.015542268753051758,3.0,3.0,0.07965874671936035,0.02003312110900879
"   Gate  Qubit
0     h      2
1     y      5
2     x      4
3     z      6
4     x      5
5     z      6
6     z      0
7     x      6
8     z      2
9     z      5
10    x      4
11    y      3
12    z      1
13    y      1
14    z      5
15    y      3
16    x      0
17    x      4
18    y      1
19    z      4
20    z      4
21    x      3
22    h      5
23    x      0
24    h      5
25    x      4
26    z      0
27    x      3
28    y      6
29    x      0
30    z      6
31    x      4
32    x      5
33    z      3
34    h      6
35    y      5
36    h      2
37    z      3
38    y      6
39    x      6
40    h      1
41    h      3
42    z      4",50,43,89.0,89.0,0.1032129338960594,0.008171796798706055,13.0,13.0,0.10321828999713306,0.012171506881713867,13.0,13.0,0.09867310202394049,0.011034488677978516,13.0,13.0,0.09424611311623594,0.015037059783935547,89.0,89.0,0.06058812141418457,0.007062435150146484,13.0,13.0,0.08032608032226562,0.02403879165649414,13.0,13.0,0.0788578987121582,0.021822214126586914,13.0,13.0,0.07665848731994629,0.024050474166870117
"  Gate Qubit
0    z     0
1    h     5
2    h     0
3   cx   0,6
4    h     4
5    h     4
6    h     2
7    h     2
8    h     1
9    h     5",22,10,75.0,35.0,0.10804028253108036,0.006020307540893555,11.0,7.0,0.10374888859326482,0.012516021728515625,11.0,7.0,0.09929907356366824,0.015526056289672852,11.0,7.0,0.09498736123214871,0.024541139602661133,75.0,35.0,0.06878352165222168,0.010012149810791016,11.0,7.0,0.16756486892700195,0.010521411895751953,11.0,7.0,0.09227514266967773,0.018388986587524414,11.0,7.0,0.09377050399780273,0.027764558792114258
"   Gate Qubit
0     y     0
1     y     6
2     z     6
3     y     5
4     z     4
5     x     5
6     h     4
7     x     5
8    cx   2,0
9    cx   6,0
10    y     5
11    y     4",21,12,87.0,43.0,0.10780357872255923,0.008503913879394531,16.0,8.0,0.10379444260584805,0.009521245956420898,16.0,8.0,0.09933327757089079,0.01203775405883789,16.0,8.0,0.09501099383341212,0.02059316635131836,87.0,43.0,0.06853604316711426,0.012143850326538086,16.0,8.0,0.08118057250976562,0.0120086669921875,16.0,8.0,0.0879049301147461,0.017529964447021484,16.0,8.0,0.07666730880737305,0.03057098388671875
"   Gate Qubit
0     h     4
1    cx   3,6
2     h     3
3     x     5
4     x     3
5     h     4
6     h     4
7     h     0
8     y     5
9     h     5
10   cx   3,5
11    y     5
12    h     1
13    z     6
14    x     6
15    x     5
16    z     4
17    y     2
18    y     5
19    h     0
20   cx   5,1
21    z     3
22    z     3
23    h     6
24    x     3
25    z     5
26    z     6
27    z     1
28    y     1",50,29,94.0,70.0,0.10545087641452255,0.012230873107910156,36.0,24.0,0.10309388337052668,0.012122869491577148,36.0,24.0,0.09877173671040745,0.020684242248535156,39.0,27.0,0.0945387306727081,0.040729522705078125,139.0,79.0,0.0645897388458252,0.012202978134155273,36.0,24.0,0.08396744728088379,0.023209333419799805,36.0,24.0,0.0806729793548584,0.024083375930786133,39.0,27.0,0.06812000274658203,0.052610158920288086
"   Gate  Qubit
0     y      4
1     y      4
2     x      5
3     y      6
4     y      4
5     h      0
6     z      1
7     h      3
8     z      0
9     x      0
10    z      1
11    y      6
12    z      3
13    x      2
14    x      2
15    h      0
16    z      6
17    z      5
18    z      2
19    h      1
20    h      4
21    h      5
22    x      3
23    y      6
24    x      0
25    z      3",32,26,62.0,62.0,0.10478451917391968,0.008037567138671875,15.0,15.0,0.10315580961376122,0.014526605606079102,15.0,15.0,0.09867237224944402,0.016074657440185547,15.0,15.0,0.09423296413297524,0.01953721046447754,62.0,62.0,0.06053972244262695,0.008163690567016602,15.0,15.0,0.08195996284484863,0.016529083251953125,15.0,15.0,0.08965253829956055,0.021699190139770508,15.0,15.0,0.07667040824890137,0.024037837982177734
"   Gate  Qubit
0     y      4
1     x      4
2     y      5
3     h      1
4     x      5
5     h      4
6     z      0
7     z      4
8     h      0
9     h      1
10    x      1
11    h      6
12    y      6
13    h      2
14    z      4
15    y      6
16    h      3
17    h      2
18    z      0
19    y      0
20    z      3
21    x      4
22    y      6
23    z      5
24    h      2
25    y      6
26    z      2
27    h      4",38,28,76.0,76.0,0.10398228945808438,0.00865793228149414,13.0,13.0,0.10318016055883442,0.010513544082641602,13.0,13.0,0.09869596652749317,0.012028694152832031,13.0,13.0,0.09428090883315328,0.016550064086914062,76.0,76.0,0.0642085075378418,0.008146286010742188,13.0,13.0,0.08968186378479004,0.016030073165893555,13.0,13.0,0.08643293380737305,0.02117300033569336,13.0,13.0,0.06094026565551758,0.10696101188659668
"   Gate  Qubit
0     z      2
1     y      3
2     y      4
3     h      0
4     x      4
5     y      4
6     y      2
7     z      1
8     h      2
9     x      5
10    z      0
11    z      4
12    x      1
13    x      2
14    z      2
15    y      6
16    z      4
17    x      2
18    z      6
19    h      4
20    x      5
21    y      6
22    x      3
23    h      3
24    y      6
25    x      3
26    y      1
27    h      5
28    z      2
29    x      5
30    h      2
31    z      2
32    h      2
33    x      6",41,34,80.0,80.0,0.10364200209205603,0.0040051937103271484,15.0,15.0,0.10312762650866272,0.01330113410949707,15.0,15.0,0.0986235398109212,0.013951301574707031,15.0,15.0,0.09420971581281617,0.018526315689086914,80.0,80.0,0.06447553634643555,0.008169889450073242,15.0,15.0,0.08361554145812988,0.016045570373535156,15.0,15.0,0.09094762802124023,0.020816802978515625,15.0,15.0,0.08118796348571777,0.02457451820373535
"    Gate Qubit
0   swap   3,5
1      x     0
2     cx   6,5
3      y     0
4      y     2
5      y     6
6      z     4
7      x     5
8      h     5
9      x     3
10     y     0
11     z     4
12     x     2
13     h     6
14     z     1
15     x     3
16     y     4
17     x     0",34,18,60.0,44.0,0.10652862782544047,0.008182525634765625,30.0,14.0,0.10375556734982139,0.008023500442504883,30.0,14.0,0.0993286113406831,0.012027502059936523,30.0,14.0,0.0951896877622704,0.028555870056152344,60.0,44.0,0.06507110595703125,0.004083871841430664,30.0,14.0,0.08017754554748535,0.01653146743774414,30.0,14.0,0.08572125434875488,0.02100658416748047,30.0,14.0,0.07404017448425293,0.03607821464538574
"    Gate Qubit
0      x     6
1      x     5
2      y     2
3   swap   3,5
4      y     4
5      z     6
6      x     4
7      x     1
8      x     2
9      z     5
10     x     4
11     x     3
12    cx   2,0
13     z     2
14     z     0
15     y     6",30,16,61.0,33.0,0.10776588215955756,0.011551380157470703,29.0,13.0,0.1038715981129554,0.010532855987548828,27.0,11.0,0.09953834870966677,0.013539552688598633,27.0,11.0,0.0954569153757984,0.032567739486694336,61.0,33.0,0.06424999237060547,0.008279085159301758,29.0,13.0,0.08396720886230469,0.018018007278442383,27.0,11.0,0.08465456962585449,0.019299983978271484,27.0,11.0,0.07585430145263672,0.034064531326293945
"   Gate  Qubit
0     z      0
1     z      3
2     x      6
3     z      3
4     x      4
5     z      1
6     z      4
7     h      5
8     z      0
9     x      6
10    y      0
11    x      4
12    y      2
13    x      3
14    x      5
15    y      1
16    h      6
17    y      2
18    y      3
19    x      3
20    h      4
21    h      2
22    x      1
23    y      1
24    y      3
25    h      4
26    y      0
27    z      0
28    x      4
29    h      0
30    y      3
31    x      0
32    z      4
33    x      2",40,34,82.0,82.0,0.10363375499516848,0.008718490600585938,17.0,17.0,0.10299393717861496,0.012559890747070312,17.0,17.0,0.09856777073506699,0.016598224639892578,17.0,17.0,0.09412813232863437,0.020050764083862305,82.0,82.0,0.06414532661437988,0.00800466537475586,17.0,17.0,0.08063197135925293,0.020541667938232422,17.0,17.0,0.06522989273071289,0.10522580146789551,17.0,17.0,0.08278489112854004,0.026955604553222656
"   Gate  Qubit
0     y      2
1     h      3
2     y      4
3     y      5
4     h      4
5     y      3
6     h      6
7     z      0
8     y      4
9     x      0
10    z      4
11    y      3
12    x      6
13    h      0
14    h      6
15    y      4
16    h      0
17    x      6
18    y      3
19    z      1
20    z      4
21    y      2
22    z      5
23    h      6
24    z      4
25    x      5
26    h      0",35,27,79.0,79.0,0.10370042746566381,0.004009723663330078,13.0,13.0,0.1032150440052618,0.012030363082885742,13.0,13.0,0.09874200807097802,0.014030694961547852,13.0,13.0,0.09431492595066907,0.018029212951660156,79.0,79.0,0.06093120574951172,0.004037380218505859,13.0,13.0,0.08167576789855957,0.01801919937133789,13.0,13.0,0.08423161506652832,0.02094721794128418,13.0,13.0,0.08065438270568848,0.028066635131835938
"  Gate  Qubit
0    h      6
1    x      3
2    x      2",4,3,5.0,5.0,0.10802753492111723,0.004502773284912109,5.0,5.0,0.10358940984873272,0.008021116256713867,5.0,5.0,0.09908168785941915,0.008513212203979492,5.0,5.0,0.09463174671865189,0.011517763137817383,5.0,5.0,0.06462287902832031,0.008023500442504883,5.0,5.0,0.08507823944091797,0.010020017623901367,5.0,5.0,0.08880162239074707,0.010843992233276367,5.0,5.0,0.08525371551513672,0.01403188705444336
"  Gate  Qubit
0    y      2
1    z      5",2,2,6.0,6.0,0.10798078853853275,0.005006074905395508,3.0,3.0,0.10370600289051254,0.008018970489501953,3.0,3.0,0.09930209232704139,0.013025045394897461,3.0,3.0,0.09478327803780287,0.013034820556640625,6.0,6.0,0.060286760330200195,0.00500798225402832,3.0,3.0,0.08120489120483398,0.008017301559448242,3.0,3.0,0.09045171737670898,0.016168594360351562,3.0,3.0,0.09280657768249512,0.02008795738220215
"   Gate  Qubit
0     y      4
1     z      1
2     x      2
3     x      1
4     y      4
5     x      2
6     x      6
7     y      2
8     z      1
9     y      3
10    y      2
11    y      6
12    h      5
13    z      2
14    z      3
15    x      0
16    y      6
17    z      0
18    y      2
19    x      4",21,20,54.0,54.0,0.10525266786361721,0.008106231689453125,10.0,10.0,0.10340085863347799,0.012502193450927734,10.0,10.0,0.09893043813521211,0.014616250991821289,10.0,10.0,0.09453628747973228,0.020046710968017578,54.0,54.0,0.06564211845397949,0.008803844451904297,10.0,10.0,0.0813913345336914,0.015528440475463867,10.0,10.0,0.15478730201721191,0.021384477615356445,10.0,10.0,0.08072209358215332,0.023036479949951172
"   Gate Qubit
0    cx   1,3
1     h     4
2     x     2
3     h     1
4     z     2
5     h     4
6     h     1
7     z     1
8     x     4
9     x     3
10    h     6
11    z     1
12    y     5
13    h     0
14    h     3
15    h     2
16    h     0
17    h     4",32,18,46.0,42.0,0.1061238778512899,0.008045673370361328,19.0,15.0,0.10324854317338472,0.01104736328125,19.0,15.0,0.09875217667252621,0.012033224105834961,19.0,15.0,0.09462501981464685,0.029073238372802734,46.0,42.0,0.07361340522766113,0.008031606674194336,19.0,15.0,0.08868956565856934,0.018046140670776367,19.0,15.0,0.08540844917297363,0.02196526527404785,19.0,15.0,0.0832359790802002,0.03209710121154785
"   Gate  Qubit
0     y      4
1     x      1
2     y      5
3     y      1
4     x      3
5     y      6
6     x      2
7     y      0
8     z      6
9     z      3
10    y      5
11    y      3
12    y      0
13    z      1
14    x      6
15    z      0
16    x      1
17    y      0
18    y      6
19    z      1
20    y      6
21    y      6
22    y      1
23    y      3
24    z      4
25    z      3
26    z      1
27    y      0
28    z      3
29    x      0
30    x      5",31,31,91.0,91.0,0.10309562256891616,0.008142709732055664,10.0,10.0,0.10340394561561232,0.012636423110961914,10.0,10.0,0.09892927571920417,0.014565706253051758,10.0,10.0,0.09461743727651395,0.023575305938720703,91.0,91.0,0.08056807518005371,0.007990360260009766,10.0,10.0,0.08722281455993652,0.01853203773498535,10.0,10.0,0.08758378028869629,0.01976466178894043,10.0,10.0,0.08471274375915527,0.02506399154663086
"  Gate Qubit
0    y     6
1   cx   2,1
2    x     4
3    h     4
4    z     2
5    h     3
6    x     0
7    y     6",14,8,24.0,20.0,0.10740614908852673,0.008011102676391602,13.0,9.0,0.1036226507884756,0.01209878921508789,13.0,9.0,0.09928648385603402,0.020050525665283203,13.0,9.0,0.09476743379373727,0.020050048828125,24.0,20.0,0.06705117225646973,0.008035659790039062,13.0,9.0,0.08826947212219238,0.014513969421386719,13.0,9.0,0.08970236778259277,0.02031874656677246,13.0,9.0,0.08220720291137695,0.027559518814086914
"  Gate  Qubit
0    x      6
1    y      0
2    h      5
3    z      6
4    y      3
5    y      0",7,6,20.0,20.0,0.1072805169626404,0.010059833526611328,7.0,7.0,0.10351884738424898,0.010024785995483398,7.0,7.0,0.09912635262327102,0.01552724838256836,7.0,7.0,0.09466467766053668,0.018021583557128906,20.0,20.0,0.06630802154541016,0.008003711700439453,7.0,7.0,0.16444945335388184,0.012046575546264648,7.0,7.0,0.0893707275390625,0.015829086303710938,7.0,7.0,0.0825035572052002,0.020532608032226562
"  Gate  Qubit
0    x      6
1    h      6
2    h      1
3    y      6",6,4,12.0,12.0,0.10770031024302593,0.008025884628295898,6.0,6.0,0.10357726727476238,0.010029077529907227,6.0,6.0,0.0991510788988369,0.014066457748413086,6.0,6.0,0.09467902443844663,0.016109466552734375,12.0,12.0,0.06907367706298828,0.0040035247802734375,6.0,6.0,0.08905339241027832,0.01253819465637207,6.0,6.0,0.08875513076782227,0.01636219024658203,6.0,6.0,0.08079004287719727,0.020033836364746094
"  Gate  Qubit
0    z      0
1    x      6
2    h      1
3    y      3
4    h      3
5    z      5
6    z      4
7    h      3
8    y      6
9    x      4",13,10,24.0,24.0,0.10691945963511143,0.004503965377807617,10.0,10.0,0.10335543667965777,0.01052713394165039,10.0,10.0,0.09896281580750914,0.016024112701416016,10.0,10.0,0.09453601880810779,0.0200350284576416,24.0,24.0,0.06456446647644043,0.008083581924438477,10.0,10.0,0.08464217185974121,0.012024164199829102,10.0,10.0,0.09177970886230469,0.01707148551940918,10.0,10.0,0.0801839828491211,0.021059274673461914
"    Gate Qubit
0      x     0
1      x     2
2      y     5
3      x     1
4      y     0
5      y     2
6      h     5
7     cx   5,2
8   swap   3,1
9      y     2
10     h     0
11     h     0
12     x     2
13     y     0
14     h     1
15    cx   6,2
16  swap   5,4
17     x     6",50,18,157.0,65.0,0.10869141528954836,0.012761831283569336,83.0,27.0,0.10498782264987264,0.019457101821899414,83.0,27.0,0.10051180391224769,0.021327733993530273,74.0,30.0,0.09656041016539518,0.07615280151367188,157.0,65.0,0.06977343559265137,0.00802302360534668,143.0,39.0,0.08230185508728027,0.028628110885620117,143.0,39.0,0.07972407341003418,0.0370783805847168,74.0,30.0,0.07223176956176758,0.08024883270263672
"  Gate  Qubit
0    y      3
1    h      6
2    x      6
3    x      2",5,4,10.0,10.0,0.10777074659633899,0.006016731262207031,6.0,6.0,0.10362288113688581,0.012012481689453125,6.0,6.0,0.09909325966862995,0.01155233383178711,6.0,6.0,0.0946657663162427,0.015532970428466797,10.0,10.0,0.13297343254089355,0.008014202117919922,6.0,6.0,0.0825495719909668,0.011997699737548828,6.0,6.0,0.08466339111328125,0.012042522430419922,6.0,6.0,0.08367681503295898,0.01608753204345703
"    Gate Qubit
0      h     4
1      h     5
2      h     4
3      h     5
4      h     5
5      h     1
6      h     1
7      h     1
8      h     5
9     cx   5,0
10    cx   2,6
11     h     6
12     z     5
13     h     4
14  swap   6,2
15     h     2",46,16,152.0,60.0,0.10887373222649627,0.008009672164916992,38.0,18.0,0.10377578045732418,0.011534690856933594,38.0,18.0,0.09937172185030484,0.01653432846069336,35.0,23.0,0.09483918884118092,0.04365038871765137,152.0,60.0,0.07664871215820312,0.00850820541381836,38.0,18.0,0.08303213119506836,0.01684737205505371,38.0,18.0,0.08081889152526855,0.020538330078125,33.0,21.0,0.06886863708496094,0.04659581184387207
"   Gate Qubit
0     y     1
1     y     4
2    cx   5,0
3     z     0
4     y     4
5     z     3
6     z     6
7     z     6
8     y     1
9     h     0
10    z     4
11    y     4
12    h     1
13    y     5
14   cx   0,1
15    h     3
16    x     1
17    h     2
18    h     1
19   cx   5,1",37,20,111.0,63.0,0.10690346670458757,0.012572288513183594,78.0,30.0,0.10439483746436413,0.016303539276123047,78.0,30.0,0.09997490529912297,0.02061295509338379,48.0,24.0,0.09586302703828505,0.06817078590393066,111.0,63.0,0.06871652603149414,0.008003950119018555,78.0,30.0,0.08246397972106934,0.026970386505126953,78.0,30.0,0.08047938346862793,0.03605484962463379,41.0,25.0,0.06867241859436035,0.09074163436889648
"   Gate Qubit
0     x     6
1     z     4
2     y     5
3     y     6
4     z     3
5     h     4
6     h     6
7     x     3
8     x     6
9     z     0
10    x     3
11    z     6
12    h     0
13    x     0
14    y     3
15    y     3
16    x     0
17    y     3
18    h     5
19    z     4
20    h     6
21    z     1
22    x     0
23   cx   6,1",33,24,88.0,60.0,0.10611219302649398,0.008115530014038086,17.0,13.0,0.10338762238520521,0.012022972106933594,17.0,13.0,0.09896140659380784,0.016059160232543945,17.0,13.0,0.09461493144393723,0.02356266975402832,88.0,60.0,0.06452322006225586,0.011693954467773438,17.0,13.0,0.07966947555541992,0.014023303985595703,17.0,13.0,0.08113765716552734,0.02003312110900879,17.0,13.0,0.07381606101989746,0.032704830169677734
"   Gate  Qubit
0     x      2
1     x      1
2     z      6
3     x      4
4     x      1
5     z      4
6     y      6
7     x      2
8     x      3
9     y      0
10    x      5
11    z      2
12    z      4
13    y      1
14    y      4
15    x      0
16    x      0
17    y      5
18    z      1
19    x      6
20    h      2
21    z      0
22    x      6
23    y      3
24    x      0
25    z      0
26    x      3
27    z      3
28    x      5
29    z      1
30    x      5
31    y      3
32    x      1
33    y      6
34    h      1
35    y      5
36    y      0
37    z      0
38    x      3
39    x      5
40    z      6
41    z      1
42    h      3
43    y      5
44    y      1",48,45,99.0,99.0,0.10263853328057732,0.008554935455322266,14.0,14.0,0.10315745754509371,0.012062311172485352,14.0,14.0,0.09864980135291268,0.012557268142700195,14.0,14.0,0.09422232444980856,0.016538619995117188,99.0,99.0,0.0651853084564209,0.00850987434387207,14.0,14.0,0.08113908767700195,0.01604151725769043,14.0,14.0,0.06815028190612793,0.10974264144897461,14.0,14.0,0.0761561393737793,0.028053760528564453
"    Gate Qubit
0      x     4
1      z     0
2   swap   6,0
3      y     0
4      z     4
5      y     5
6      y     4
7      y     6
8      x     1
9      y     5
10     x     3
11     h     5
12     z     3
13     y     6
14     z     1
15     z     0
16     y     1
17     x     5
18     x     1
19     x     1
20     z     4
21     x     2
22     z     1
23     z     2
24     y     3
25     h     4
26     x     5
27     z     4
28     x     1
29     x     1
30     z     1",43,31,126.0,78.0,0.10610837297461198,0.016038894653320312,25.0,13.0,0.10382569566240707,0.016048431396484375,25.0,13.0,0.09927844604572869,0.014821767807006836,25.0,13.0,0.09497203586647185,0.024067401885986328,126.0,78.0,0.08712911605834961,0.02010321617126465,25.0,13.0,0.08453059196472168,0.02224111557006836,25.0,13.0,0.0814673900604248,0.022565364837646484,25.0,13.0,0.08021020889282227,0.030564069747924805
"  Gate  Qubit
0    x      6
1    x      6
2    x      2
3    y      4
4    y      5",5,5,13.0,13.0,0.10754960439105088,0.004008769989013672,5.0,5.0,0.1036583981421859,0.011020898818969727,5.0,5.0,0.09916192197943985,0.012001991271972656,5.0,5.0,0.09479287293001855,0.0185239315032959,13.0,13.0,0.06462836265563965,0.0060083866119384766,5.0,5.0,0.08508563041687012,0.01052093505859375,5.0,5.0,0.0891408920288086,0.014850378036499023,5.0,5.0,0.08716225624084473,0.016536712646484375
"   Gate Qubit
0    cx   1,6
1     y     4
2    cx   6,0
3    cx   0,2
4     y     5
5     h     5
6     z     6
7     z     4
8     h     0
9    cx   1,6
10    y     0
11   cx   3,2",34,12,123.0,43.0,0.1095429132637764,0.016530752182006836,33.0,13.0,0.10417155425837417,0.016064167022705078,33.0,13.0,0.09975827308661248,0.020662784576416016,33.0,13.0,0.09559441239497254,0.03610682487487793,123.0,43.0,0.08152985572814941,0.01205587387084961,33.0,13.0,0.08963561058044434,0.01828479766845703,33.0,13.0,0.08467674255371094,0.019649505615234375,33.0,13.0,0.07715535163879395,0.032114267349243164
"   Gate  Qubit
0     z      0
1     x      1
2     h      6
3     x      5
4     h      1
5     x      1
6     z      4
7     y      1
8     y      3
9     z      4
10    z      6
11    h      4
12    y      2
13    h      2
14    x      4
15    h      4
16    x      4
17    y      1
18    z      0
19    y      6
20    x      5
21    x      0
22    z      0
23    x      2
24    z      4
25    z      0
26    h      0
27    z      5
28    z      0
29    x      4
30    x      5
31    x      4
32    h      4
33    h      6
34    y      4",43,35,75.0,75.0,0.10393509398470531,0.004069805145263672,17.0,17.0,0.10298597572557935,0.012213706970214844,17.0,17.0,0.09847437718854116,0.012537240982055664,17.0,17.0,0.09404760760461169,0.016549348831176758,75.0,75.0,0.06916427612304688,0.007906675338745117,17.0,17.0,0.09068608283996582,0.01603221893310547,17.0,17.0,0.0683753490447998,0.10293960571289062,17.0,17.0,0.07714223861694336,0.024031400680541992
"    Gate Qubit
0     cx   3,5
1      z     1
2      z     3
3      x     4
4      h     2
5      z     0
6      h     5
7      x     3
8      x     0
9      h     4
10     h     6
11     x     2
12  swap   0,6
13     z     4
14     y     2
15     h     5
16     x     2
17     h     6
18     z     0
19     h     2
20     z     5",42,21,102.0,50.0,0.10774213753015127,0.008560895919799805,38.0,22.0,0.10343851629187471,0.01452493667602539,38.0,22.0,0.09895420163245716,0.016034841537475586,38.0,22.0,0.09490737210720292,0.03656768798828125,102.0,50.0,0.06769847869873047,0.011435985565185547,38.0,22.0,0.08571934700012207,0.021483898162841797,38.0,22.0,0.07617378234863281,0.020032644271850586,38.0,22.0,0.07714319229125977,0.036556243896484375
"   Gate Qubit
0     x     6
1     x     5
2     y     2
3     x     3
4    cx   6,5
5     y     5
6     y     0
7     y     2
8     z     6
9     z     3
10    h     1
11    z     3
12    z     2
13    z     5
14    x     0
15    z     2",21,16,38.0,34.0,0.10654383014141236,0.006018638610839844,14.0,10.0,0.10356772362908043,0.012246370315551758,12.0,8.0,0.09924113070236565,0.01554250717163086,12.0,8.0,0.09492941837084612,0.02455759048461914,38.0,34.0,0.061188697814941406,0.0075075626373291016,14.0,10.0,0.08468484878540039,0.015528202056884766,12.0,8.0,0.0895838737487793,0.02033710479736328,12.0,8.0,0.0773313045501709,0.02806544303894043
"  Gate  Qubit
0    h      5
1    h      4
2    y      1
3    h      1
4    y      5",8,5,19.0,19.0,0.10732633121918075,0.009516000747680664,9.0,9.0,0.10344857004067284,0.012040853500366211,9.0,9.0,0.09897524350238708,0.014028549194335938,9.0,9.0,0.0945024488242559,0.016039371490478516,19.0,19.0,0.06462883949279785,0.0040018558502197266,9.0,9.0,0.08719229698181152,0.008503437042236328,9.0,9.0,0.08473515510559082,0.016314983367919922,9.0,9.0,0.08115386962890625,0.020034313201904297
