cost,gate count,tqc3TT,tqc3RT,tqc3GC,tqc2TT,tqc2RT,tqc2GC,tqc1TT,tqc1RT,tqc1GC,tqc0TT,tqc0RT,tqc0GC
19,7,0.032613062858581544,0.1003341277440389,10.166666666666666,0.018074464797973634,0.10847744146982828,10.033333333333333,0.015586511294047038,0.10807466506958008,10.133333333333333,0.014843400319417317,0.11196707884470622,24.133333333333333
19,8,0.03581147193908692,0.10289187431335449,11.966666666666667,0.02136398951212565,0.10860661665598552,11.966666666666667,0.020944460233052572,0.10691366990407308,12.0,0.01971625487009684,0.10765844186147054,26.733333333333334
19,9,0.03212792873382568,0.09856114387512208,12.033333333333333,0.02056901454925537,0.11031714280446371,12.033333333333333,0.01755213737487793,0.1064247210820516,12.133333333333333,0.014500085512797039,0.11410868962605794,27.133333333333333
19,10,0.03437275886535644,0.1020702838897705,13.2,0.0215165376663208,0.10561315218607585,13.2,0.01906245549519857,0.10500227610270182,13.3,0.015711037317911784,0.10987888971964518,31.133333333333333
19,11,0.03327686786651611,0.09861001173655191,12.1,0.02498180866241455,0.10939741134643555,12.1,0.01877002716064453,0.10089061260223389,12.133333333333333,0.019036078453063966,0.10806437333424886,31.166666666666668
19,12,0.02784574031829834,0.10197004477183023,12.4,0.021151351928710937,0.11292613347371419,12.4,0.01842941443125407,0.10675086180369059,12.4,0.01443329652150472,0.10769672393798828,32.0
19,13,0.028364785512288413,0.09726494948069254,12.9,0.02168262004852295,0.10931804974873861,12.9,0.019015558560689292,0.10719807147979736,12.9,0.011912814776102702,0.11065978209177653,34.733333333333334
19,14,0.036676851908365886,0.10094407399495443,10.966666666666667,0.023253528277079265,0.11393824418385824,9.766666666666667,0.020591179529825848,0.10873241424560547,10.166666666666666,0.017646137873331705,0.1142510970433553,37.8
19,15,0.028932507832845053,0.09542243480682373,11.966666666666667,0.02523198127746582,0.10685641765594482,11.966666666666667,0.022472262382507324,0.11158312161763509,11.966666666666667,0.012217187881469726,0.10760037104288737,39.266666666666666
19,16,0.028298592567443846,0.09454725583394369,11.433333333333334,0.022022374471028647,0.12537632783253988,11.433333333333334,0.01939202149709066,0.10267457167307535,11.433333333333334,0.012165673573811849,0.10318976243336996,40.93333333333333
19,17,0.032484912872314455,0.10578664938608805,10.2,0.022803743680318195,0.11914831002553304,10.2,0.020742408434549966,0.10533498922983806,10.2,0.013110192616780598,0.10620697339375813,43.13333333333333
19,18,0.031822005907694496,0.11435959339141846,8.6,0.025045061111450197,0.12650274435679118,8.6,0.02280573844909668,0.12181359926859538,8.6,0.014318410555521648,0.12928576469421388,42.93333333333333
19,19,0.029770565032958985,0.12192043463389078,6.8,0.02293717861175537,0.1265545924504598,6.8,0.02078698476155599,0.1199385643005371,6.8,0.012580068906148274,0.12327214082082112,44.06666666666667
20,4,0.030977900822957358,0.10842080911000569,9.8,0.016660428047180174,0.11724207401275635,9.8,0.01364599068959554,0.12028865814208985,9.8,0.015308554967244465,0.11537517706553141,17.6
20,5,0.03517084121704102,0.10393427213033041,9.933333333333334,0.01912398338317871,0.11935290495554605,8.866666666666667,0.016428351402282715,0.11230232715606689,8.866666666666667,0.016130797068277993,0.11445334752400717,19.133333333333333
20,6,0.03755397001902262,0.10397125879923502,9.8,0.01936782201131185,0.11907468636830648,11.366666666666667,0.016048105557759602,0.11420602798461914,11.633333333333333,0.016135581334431968,0.11246023972829183,22.233333333333334
20,7,0.042616836229960126,0.10159045060475667,9.633333333333333,0.022510409355163574,0.11502680778503419,10.133333333333333,0.018640907605489095,0.10972950458526612,10.133333333333333,0.017421833674112954,0.1154176950454712,23.3
20,8,0.037210663159688316,0.10460035006205241,11.633333333333333,0.02360424995422363,0.1105360746383667,11.633333333333333,0.01763153870900472,0.11537518501281738,11.733333333333333,0.0163848876953125,0.11586339473724365,25.133333333333333
20,9,0.03957385222117106,0.10632754961649576,13.8,0.02599188486735026,0.10888399283091227,13.6,0.020152688026428223,0.11708153088887532,13.7,0.01798743406931559,0.11263683636983236,29.466666666666665
20,10,0.03453894456227621,0.10453007221221924,9.433333333333334,0.02072899341583252,0.11520076592763265,9.2,0.018207311630249023,0.11460277239481607,9.2,0.018314297993977866,0.11418343385060628,27.166666666666668
20,11,0.03896088600158691,0.09759498437245687,10.2,0.023340463638305664,0.1161209503809611,10.2,0.0208759069442749,0.11055503686269125,10.433333333333334,0.021051637331644692,0.11850011348724365,31.466666666666665
20,12,0.03692594369252523,0.11010510921478271,12.866666666666667,0.023544557889302573,0.11096149285634359,12.6,0.020583486557006835,0.1135103702545166,12.733333333333333,0.018083961804707845,0.1105320930480957,34.53333333333333
20,13,0.029573615392049155,0.10011719862620036,12.033333333333333,0.022447872161865234,0.12235049406687419,12.033333333333333,0.02029154300689697,0.11040551662445068,12.033333333333333,0.012392052014668782,0.10950419902801514,34.6
20,14,0.03709408442179362,0.10022960503896078,11.333333333333334,0.024096147219340006,0.11618557771046957,11.133333333333333,0.026401909192403157,0.10427574316660564,11.166666666666666,0.017868781089782716,0.11057248910268148,38.6
20,15,0.037404902776082355,0.10376679102579753,10.633333333333333,0.0326752503712972,0.10692071914672852,10.4,0.023698043823242188,0.10646359920501709,10.466666666666667,0.017669820785522462,0.11975733439127605,37.333333333333336
20,16,0.03415461381276449,0.10165792306264242,8.533333333333333,0.02198469638824463,0.11946650346120198,8.533333333333333,0.018986709912618003,0.11562943458557129,8.866666666666667,0.016313997904459636,0.10517942905426025,40.333333333333336
20,17,0.0313024361928304,0.1062076727549235,11.666666666666666,0.023226579030354817,0.10917400519053141,11.666666666666666,0.020630542437235513,0.10872142314910889,11.666666666666666,0.013128868738810221,0.11799707412719726,41.266666666666666
20,18,0.03106382687886556,0.10396410624186198,10.166666666666666,0.022983622550964356,0.10751999219258626,10.166666666666666,0.020623413721720378,0.11546725432078044,10.166666666666666,0.013038142522176107,0.11653956572214762,42.53333333333333
20,19,0.031124146779378255,0.1037038246790568,9.2,0.023251684506734212,0.10597412586212158,9.2,0.02055480480194092,0.12250354290008544,9.2,0.01324163277943929,0.11303726037343344,45.266666666666666
20,20,0.02720669110616048,0.10502216021219889,7.433333333333334,0.020263465245564778,0.11466568311055501,7.433333333333334,0.018387269973754884,0.11187511285146078,7.433333333333334,0.011659177144368489,0.11709132194519042,44.93333333333333
21,3,0.030020459493001302,0.10598522027333578,6.566666666666666,0.01394027868906657,0.12009268601735433,6.166666666666667,0.011919522285461425,0.11579816341400147,6.166666666666667,0.01287995974222819,0.11950183709462484,14.2
21,5,0.03423772652943929,0.11149265766143798,11.466666666666667,0.01826624870300293,0.11013545989990234,10.366666666666667,0.021522061030069987,0.11018451849619547,10.4,0.015828172365824383,0.11467687288920085,19.7
21,6,0.036994187037150066,0.11163485050201416,10.0,0.02137181758880615,0.10936510562896729,10.0,0.021051867802937826,0.10712608496348063,10.0,0.019951399167378744,0.11508487860361735,21.366666666666667
21,7,0.0438734769821167,0.10807398160298666,11.066666666666666,0.02153629461924235,0.11099590460459391,10.933333333333334,0.017704025904337565,0.11058268547058106,11.3,0.017279982566833496,0.11511565049489339,24.5
21,8,0.04258500734965007,0.1078243096669515,10.033333333333333,0.02925286293029785,0.11318585872650147,10.433333333333334,0.01952339808146159,0.11748671531677246,10.533333333333333,0.022327653566996255,0.12241374651590983,27.0
