cost,depth,tqc3TT,tqc3RT,tqc3Depth,tqc2TT,tqc2RT,tqc2Depth,tqc1TT,tqc1RT,tqc1Depth,tqc0TT,tqc0RT,tqc0Depth
2,1,0.10013105869293212,0.10561048984527588,3.0,0.010145020484924317,0.10206460952758789,3.0,0.00875842571258545,0.1034538745880127,3.0,0.006890201568603515,0.1047140121459961,3.0
3,1,0.018758583068847656,0.10179872512817383,2.0,0.014765000343322754,0.11026058197021485,2.0,0.011923837661743163,0.09919421672821045,2.0,0.007497453689575195,0.10369501113891602,5.0
3,2,0.016923975944519044,0.1012150764465332,3.0,0.013007616996765137,0.10919060707092285,3.0,0.009918975830078124,0.09859316349029541,3.0,0.0068091869354248045,0.10376312732696533,4.0
4,1,0.014321160316467286,0.09662315845489503,3.0,0.011811518669128418,0.1085392951965332,3.0,0.010150790214538574,0.10523109436035157,3.0,0.007712721824645996,0.10963115692138672,3.0
4,2,0.01575918197631836,0.11185979843139648,0.0,0.012292098999023438,0.1146695852279663,0.0,0.010195708274841309,0.11215817928314209,0.0,0.007702088356018067,0.11099560260772705,6.0
4,3,0.0191986083984375,0.10379173755645751,3.0,0.023801350593566896,0.103324294090271,3.0,0.013206887245178222,0.10830440521240234,3.0,0.010318922996520995,0.11463015079498291,9.0
5,1,0.02439277172088623,0.09797530174255371,3.0,0.019312524795532228,0.1003734827041626,3.0,0.010171818733215331,0.11020393371582031,3.0,0.0074138641357421875,0.11024529933929443,3.0
5,2,0.02199108600616455,0.11009149551391602,3.0,0.018115425109863283,0.11169707775115967,3.0,0.014065718650817871,0.11234421730041504,3.0,0.009499692916870117,0.10946319103240967,8.0
5,3,0.017858433723449706,0.11099107265472412,1.0,0.023731517791748046,0.11282539367675781,1.0,0.01316084861755371,0.11808629035949707,1.0,0.009110116958618164,0.11756038665771484,7.0
5,4,0.029165816307067872,0.10411238670349121,3.0,0.01746103763580322,0.1121023178100586,3.0,0.01542038917541504,0.11459853649139404,3.0,0.011357474327087402,0.11455612182617188,10.0
6,1,0.024933218955993652,0.10977344512939453,2.0,0.0182192325592041,0.11649892330169678,2.0,0.01555929183959961,0.11413412094116211,2.0,0.009871387481689453,0.11495628356933593,5.0
6,2,0.017093205451965333,0.1109276294708252,2.0,0.010985517501831054,0.11439695358276367,2.0,0.010043692588806153,0.11352992057800293,2.0,0.012381696701049804,0.11415002346038819,2.5
