cost,depth,tqc3TT,tqc3RT,tqc3Depth,tqc2TT,tqc2RT,tqc2Depth,tqc1TT,tqc1RT,tqc1Depth,tqc0TT,tqc0RT,tqc0Depth
12,4,0.0249562740325927,0.108689546585083,3.0,0.0204750299453735,0.1032341718673706,3.0,0.017140507698059,0.1112899541854858,3.0,0.011592411994934,0.1118877410888671,8.0
12,5,0.0263067483901977,0.1071499109268188,4.0,0.0165426015853881,0.117250633239746,4.0,0.0236478090286254,0.1036043643951416,4.0,0.0146412134170532,0.1044096231460571,11.3
12,6,0.0228654146194458,0.1072863578796386,2.0,0.0148878335952758,0.1124236106872558,2.0,0.013735556602478,0.113193678855896,2.0,0.0159928798675537,0.105305790901184,10.0
12,7,0.0210237979888916,0.1089369297027587,3.0,0.0174407958984375,0.1114978313446044,3.0,0.0153865814208984,0.1125072479248046,3.0,0.0121787786483764,0.1088573694229126,21.0
12,8,0.0262666940689086,0.1113939046859741,3.0,0.0265827655792236,0.1028905391693115,3.0,0.0138427972793579,0.1141371726989746,3.0,0.0097934007644653,0.1068016052246093,12.0
12,9,0.0211697578430175,0.1078282594680786,3.0,0.0178504228591918,0.1126335859298706,3.0,0.0159896612167358,0.1130937576293945,3.0,0.0117844581604003,0.1024440050125122,31.0
12,10,0.0201502084732055,0.1080425262451171,2.0,0.0176512718200683,0.1121101140975952,2.0,0.0162533521652221,0.1098953962326049,2.0,0.0123530864715576,0.119436502456665,22.0
12,11,0.0304810523986816,0.0978627443313598,3.0,0.0173874855041503,0.1120698928833007,3.0,0.0154037952423095,0.1032035589218139,3.0,0.0117499589920043,0.1106725215911865,25.0
13,1,0.0194052457809448,0.1091089963912963,3.0,0.0230098009109497,0.1044946908950805,3.0,0.0121444463729858,0.1051292419433593,3.0,0.0126839876174926,0.1137022733688354,4.0
13,2,0.0260451793670654,0.1080646514892578,3.0,0.0223456144332885,0.1047156810760498,3.0,0.0191566705703735,0.1170284509658813,3.0,0.0116497755050659,0.1147491931915283,8.0
13,3,0.0219987869262695,0.1094481468200683,3.0,0.0180433750152587,0.1037338495254516,3.0,0.0149303674697875,0.1120536565780639,3.0,0.0096920013427734,0.1135467529296875,7.0
13,4,0.02419273853302,0.1161310672760009,1.0,0.0201468706130981,0.1103965997695922,1.0,0.0178178310394287,0.1193862199783325,1.0,0.0129477500915527,0.1136898279190063,16.0
13,5,0.0252117872238159,0.1050086975097656,0.0,0.0191052913665771,0.1185535907745361,0.0,0.0143977403640747,0.1161379814147949,0.0,0.0095417022705078,0.1121949911117553,9.0
13,6,0.0288781642913818,0.0986447572708129,6.0,0.0188574790954589,0.1108093500137329,6.0,0.0167417287826538,0.112781286239624,6.0,0.0271628856658935,0.1010047912597656,13.2
13,7,0.0267160415649414,0.1076384305953979,3.0,0.0168463706970214,0.1038456201553344,3.0,0.0154403448104858,0.1118114471435546,3.0,0.0175223112106323,0.112321662902832,20.0
13,8,0.0300193309783935,0.1023541450500488,4.0,0.0187368631362915,0.11597421169281,4.0,0.0164450883865356,0.1121661901473999,4.0,0.0186761856079101,0.1021722793579101,14.3
13,9,0.0202888488769531,0.1085528373718261,1.0,0.017051362991333,0.1115561008453369,1.0,0.0151416778564453,0.1127532243728637,1.0,0.0118993520736694,0.1039559364318847,25.0
13,10,0.0214819192886352,0.1082528591156005,3.0,0.0179388284683227,0.111438250541687,3.0,0.0158660411834716,0.1043418645858764,3.0,0.0122448682785034,0.1186439990997314,28.0
13,11,0.0197324037551879,0.112421703338623,0.0,0.0257050275802612,0.1038971900939941,0.0,0.0141513109207153,0.105436635017395,0.0,0.0226122617721557,0.1018520593643188,19.0
13,12,0.020502495765686,0.1078585147857666,3.0,0.0176997661590576,0.1098359107971191,3.0,0.0153349876403808,0.1048569440841674,3.0,0.0119901895523071,0.1129040002822876,22.0
14,1,0.0198941230773925,0.1096395254135131,3.0,0.0145448923110961,0.1118010520935058,3.0,0.0127528190612792,0.1107161283493042,3.0,0.0090497493743896,0.1122997999191284,3.0
14,2,0.0248602151870727,0.107550835609436,3.0,0.0206870794296264,0.1118712902069091,3.0,0.0172953844070434,0.1031807661056518,3.0,0.0115232706069946,0.1129362821578979,6.0
14,3,0.0254947185516357,0.1076584815979004,3.0,0.0212993144989013,0.1025877952575683,3.0,0.0174494504928588,0.1132616758346557,3.0,0.0118458747863769,0.1116832733154296,11.0
14,4,0.0264909029006958,0.1076085090637207,3.0,0.0227967739105224,0.1043830871582031,3.0,0.0198786497116088,0.1194406986236572,3.0,0.012295389175415,0.112003469467163,9.0
14,5,0.0236421346664428,0.1015742063522338,3.0,0.0191405534744262,0.1103416681289672,3.0,0.0172489643096923,0.1120346546173095,3.0,0.0120986223220825,0.1035154342651367,19.0
14,6,0.0258036136627197,0.1047415256500244,5.0,0.0170537710189819,0.1123212575912475,5.0,0.0142462968826293,0.1127301692962646,7.0,0.0154583930969238,0.1046370983123779,11.0
14,7,0.0285516500473022,0.0997259140014648,3.0,0.0160056591033935,0.1187530994415283,3.0,0.01249361038208,0.1188823223114013,3.0,0.0087041616439819,0.112719702720642,21.0
14,8,0.0309980392456054,0.0951025962829589,5.0,0.0299163103103637,0.1015671730041503,5.0,0.0148413181304931,0.1139546394348144,7.0,0.0173485517501831,0.10411217212677,9.0
14,9,0.0207551479339599,0.1063029527664184,3.0,0.0174973964691162,0.1112553596496582,3.0,0.0155430555343627,0.1134856462478637,3.0,0.011613130569458,0.1041396379470825,23.0
14,10,0.0236112833023071,0.115530252456665,2.0,0.01900315284729,0.1129541635513305,2.0,0.0170578002929687,0.1052016973495483,2.0,0.0121526002883911,0.109265923500061,30.0
14,11,0.0302132368087768,0.0984903573989868,3.0,0.0183017969131469,0.1107887983322143,3.0,0.0159999132156372,0.1055023431777954,3.0,0.0121019840240478,0.1124220609664917,33.0
14,12,0.0222100257873535,0.1183561086654663,1.0,0.0192617177963256,0.1205813884735107,1.0,0.0152271747589111,0.114348030090332,1.0,0.0127131700515747,0.119375729560852,28.0
14,13,0.0327019453048706,0.1007277965545654,3.0,0.0184826612472534,0.1031384944915771,3.0,0.0163117408752441,0.1133290290832519,3.0,0.0122968673706054,0.1103429794311523,35.0
15,1,0.0205941438674926,0.1091880559921264,1.0,0.0127788543701171,0.1059993982315063,1.0,0.0109501123428344,0.1130990982055664,1.0,0.0130012989044189,0.1144805908203125,4.0
15,2,0.026814866065979,0.0989643573760986,3.0,0.0220489263534545,0.1099145650863647,3.0,0.0202987194061279,0.1198755502700805,3.0,0.0130380153656005,0.1083264827728271,8.0
15,3,0.0303552389144897,0.1001258850097656,2.0,0.0140540361404418,0.112933325767517,2.0,0.0127507925033569,0.1140902042388916,2.0,0.0141492128372192,0.1070490598678588,8.0
15,4,0.0323367118835449,0.1045588970184326,4.0,0.0229975700378417,0.1099377393722534,4.0,0.0189510583877563,0.1045650005340576,5.0,0.017966890335083,0.1100166082382202,10.0
15,5,0.0271359205245971,0.1053790807723999,4.0,0.0185465335845947,0.1119040966033935,4.0,0.015150761604309,0.1188036203384399,4.0,0.010045838356018,0.1137588262557983,14.0
15,6,0.0246656417846679,0.1075232028961181,4.0,0.0160447835922241,0.1041466951370239,4.0,0.0126062631607055,0.1139248847961425,4.0,0.0086541891098022,0.1127408027648925,16.0
15,7,0.0211145401000976,0.1064177989959716,1.0,0.0154988050460815,0.1046137571334838,1.0,0.012721848487854,0.1135294198989868,1.0,0.0149531602859497,0.1123147964477539,7.0
15,8,0.019173264503479,0.1030756473541259,3.0,0.015393042564392,0.1197908878326416,3.0,0.0127450227737426,0.1152500629425048,3.0,0.0091438770294189,0.1035161733627319,22.0
15,9,0.0209367513656616,0.1083582401275634,2.0,0.017332911491394,0.1026093244552612,2.0,0.0153353691101074,0.1116376399993896,2.0,0.0120422840118408,0.1113256216049194,25.0
15,10,0.0426156520843505,0.0914313554763794,10.0,0.0200690269470214,0.1102742195129394,5.0,0.0173957824707031,0.1115192413330078,5.0,0.0206324815750122,0.1117972135543823,23.0
15,11,0.0413309097290039,0.0968156337738037,10.0,0.0262039899826049,0.1017849206924438,2.0,0.0150313854217529,0.113177466392517,2.0,0.0190398931503295,0.1029803752899169,15.0
15,12,0.0218401670455932,0.1065520286560058,3.0,0.018596863746643,0.1106109619140625,3.0,0.016213059425354,0.1118912458419799,3.0,0.0125948905944824,0.1027831554412841,38.0
15,13,0.0202438831329345,0.1065561056137085,1.0,0.0272980213165283,0.1015960216522216,1.0,0.0269271612167358,0.1046092510223388,1.0,0.0125645399093627,0.1105224847793579,33.0
15,14,0.0217205762863159,0.1092452764511108,3.0,0.0184949398040771,0.1110342025756836,3.0,0.0160529375076293,0.1124129772186279,3.0,0.0124462604522705,0.1040819644927978,40.0
16,1,0.018048071861267,0.1101065397262573,2.0,0.0108001470565795,0.1160896301269531,2.0,0.009800386428833,0.1154318571090698,2.0,0.0117132186889648,0.1079490661621093,4.0
16,2,0.0292484998703002,0.1058948755264282,3.0,0.0196488142013549,0.1093907117843628,3.0,0.0192612171173095,0.1121400356292724,3.0,0.0189028024673461,0.1144112348556518,8.0
16,3,0.0285667181015014,0.1055145263671875,2.0,0.0182489156723022,0.1114935159683227,2.0,0.0157986402511596,0.1027952671051025,2.0,0.0163058280944824,0.1112350463867187,11.0
16,4,0.0261801481246948,0.1047975063323974,4.0,0.0132559537887573,0.1057926893234253,2.0,0.0111948251724243,0.1129945516586303,2.0,0.0135196208953857,0.1137969017028808,4.0
16,5,0.0268594741821289,0.0978328704833984,5.0,0.016448426246643,0.1193873643875122,5.0,0.0140100479125976,0.11898193359375,5.0,0.0152502059936523,0.1112132787704467,12.0
16,6,0.0246706008911132,0.0982405662536621,3.0,0.0302836894989013,0.1000820636749267,3.0,0.0178579092025756,0.1141352415084838,3.0,0.0233372211456298,0.1092938184738159,18.0
16,7,0.0309586763381958,0.0965048789978027,4.0,0.0202825307846069,0.1095814228057861,4.0,0.0279354095458984,0.1014239311218261,4.0,0.0187469482421875,0.1017794370651245,13.5
16,8,0.0301286220550537,0.1090479373931884,4.0,0.0189549922943115,0.1187665939331054,4.0,0.0152073860168457,0.1132956266403198,4.0,0.0184981346130371,0.103885793685913,12.0
16,9,0.0502937316894531,0.0908814668655395,10.0,0.0287267684936523,0.1016041040420532,4.0,0.0154501914978027,0.1040503740310669,4.0,0.0217120647430419,0.1021636724472045,31.0
16,10,0.018603515625,0.1067659854888916,2.0,0.0253793954849243,0.1029746294021606,2.0,0.0134350299835205,0.1129153490066528,2.0,0.0101690530776977,0.109734559059143,22.0
