cost,gate count,tqc3TT,tqc3RT,tqc3GC,tqc2TT,tqc2RT,tqc2GC,tqc1TT,tqc1RT,tqc1GC,tqc0TT,tqc0RT,tqc0GC
1,1,28.189632654190063,0.09350323677062988,1.0,0.008495807647705078,0.12095904350280762,1.0,0.006505489349365234,0.11718249320983887,1.0,0.005089759826660156,0.122802734375,1.0
2,1,0.020511388778686523,0.11829233169555664,3.0,0.014496803283691406,0.1221456527709961,3.0,0.011020660400390625,0.11892580986022949,3.0,0.007992982864379883,0.12114310264587402,3.0
2,2,0.0190274715423584,0.26476049423217773,2.0,0.011014938354492188,0.11925745010375977,2.0,0.011030912399291992,0.11700105667114258,2.0,0.009063720703125,0.12636637687683105,2.0
3,2,0.020647287368774414,0.12169122695922852,4.0,0.015475273132324219,0.12604665756225586,4.0,0.01355123519897461,0.11725926399230957,4.0,0.011048316955566406,0.12098002433776855,4.0
3,3,0.02617168426513672,0.1192159652709961,3.0,0.018014907836914062,0.12024378776550293,3.0,0.015488386154174805,0.12091922760009766,3.0,0.01001429557800293,0.12412786483764648,11.0
4,2,0.020534992218017578,0.11014842987060547,0.0,0.014587163925170898,0.11403298377990723,0.0,0.015614748001098633,0.1136023998260498,0.0,0.008992433547973633,0.2519717216491699,6.0
4,3,0.02300882339477539,0.10317516326904297,5.0,0.018475055694580078,0.11559653282165527,5.0,0.016506433486938477,0.11614584922790527,5.0,0.011493921279907227,0.1108863353729248,13.0
4,4,0.026792287826538086,0.10969018936157227,5.0,0.017503023147583008,0.1186072826385498,5.0,0.01603984832763672,0.11557602882385254,5.0,0.010030746459960938,0.12012410163879395,16.0
5,1,0.017501354217529297,0.11141443252563477,1.0,0.010044336318969727,0.1367940902709961,1.0,0.009491205215454102,0.12841033935546875,1.0,0.01351475715637207,0.12461972236633301,10.0
5,3,0.017022132873535156,0.11528277397155762,1.0,0.017068147659301758,0.12980866432189941,1.0,0.016516923904418945,0.12943720817565918,1.0,0.010033130645751953,0.12197399139404297,7.0
5,4,0.16938996315002441,0.10871291160583496,5.0,0.02100396156311035,0.11501741409301758,5.0,0.019053220748901367,0.14188313484191895,5.0,0.01403045654296875,0.15031147003173828,10.0
5,5,0.028927326202392578,0.14098095893859863,6.0,0.023555278778076172,0.1202383041381836,6.0,0.016004562377929688,0.1266160011291504,6.0,0.013070106506347656,0.12039327621459961,9.0
6,2,0.027032852172851562,0.1125338077545166,3.0,0.017515182495117188,0.11667418479919434,3.0,0.01412200927734375,0.11727643013000488,3.0,0.009992361068725586,0.11934137344360352,6.0
6,3,0.02461075782775879,0.11319971084594727,3.0,0.01849675178527832,0.12013840675354004,3.0,0.013509273529052734,0.12097883224487305,3.0,0.008538246154785156,0.25495243072509766,9.0
6,4,0.022496461868286133,0.11138725280761719,8.0,0.016605615615844727,0.11976194381713867,8.0,0.014566659927368164,0.12069582939147949,8.0,0.010993480682373047,0.12203669548034668,8.0
6,5,0.025027036666870117,0.1051933765411377,7.0,0.022490262985229492,0.11380982398986816,7.0,0.020736217498779297,0.11348867416381836,7.0,0.013015031814575195,0.11857104301452637,11.0
