cost,depth,tqc3TT,tqc3RT,tqc3Depth,tqc2TT,tqc2RT,tqc2Depth,tqc1TT,tqc1RT,tqc1Depth,tqc0TT,tqc0RT,tqc0Depth
2,1,0.015537619590759277,0.08088312149047852,3.0,0.010785293579101563,0.0923835277557373,3.0,0.009482622146606445,0.09749128818511962,3.0,0.007686352729797364,0.09193127155303955,3.0
3,1,0.022370553016662596,0.09188601970672608,3.0,0.01489584445953369,0.0973710298538208,3.0,0.01349799633026123,0.11167683601379394,3.0,0.010379219055175781,0.10925049781799316,3.8
3,2,0.021797323226928712,0.09207899570465088,3.0,0.01654798984527588,0.11426827907562256,3.0,0.014133644104003907,0.09881541728973389,3.0,0.009799647331237792,0.09888713359832764,5.6
4,1,0.023413920402526857,0.0996399164199829,1.8,0.01547386646270752,0.09565203189849854,1.8,0.013890790939331054,0.11144635677337647,1.8,0.009473562240600586,0.10816142559051514,4.2
4,2,0.025275588035583496,0.09169981479644776,3.0,0.01747274398803711,0.10219182968139648,3.0,0.015314126014709472,0.11318330764770508,3.0,0.011768412590026856,0.10222351551055908,5.5
4,3,0.02599027156829834,0.11591708660125732,3.0,0.018779730796813963,0.10603647232055664,3.0,0.016071486473083495,0.1130601167678833,3.0,0.012466526031494141,0.10623958110809326,7.4
5,1,0.016908740997314452,0.09856367111206055,1.0,0.008396482467651368,0.10749504566192628,1.0,0.007802557945251465,0.1122509241104126,1.0,0.010896539688110352,0.11856555938720703,2.2
5,2,0.02471027374267578,0.09669604301452636,2.6,0.017419958114624025,0.10191953182220459,2.6,0.015058135986328125,0.10151927471160889,2.6,0.00955805778503418,0.1174346923828125,4.4
5,3,0.021573352813720702,0.09458012580871582,1.3,0.015694355964660643,0.10689756870269776,1.3,0.014008760452270508,0.1057976484298706,1.3,0.010097765922546386,0.09661073684692383,8.2
5,4,0.02478203773498535,0.09271385669708251,3.0,0.017518115043640137,0.11090376377105712,3.0,0.015739035606384278,0.09812452793121337,3.0,0.011403632164001466,0.09862358570098877,10.0
6,1,0.022006630897521973,0.09686181545257569,3.0,0.014610600471496583,0.1040163516998291,3.0,0.022392940521240235,0.10775442123413086,3.0,0.009102320671081543,0.10198211669921875,3.0
6,2,0.030703806877136232,0.10550177097320557,2.5,0.012809443473815917,0.09958465099334717,2.5,0.011101937294006348,0.1004969596862793,2.5,0.01210615634918213,0.10256769657135009,4.7
