ActCost,Act Gate Count,sim Cost 0,sim Gate Count 0,sim Runtime 0,sim Transpile Time 0,sim Cost 1,sim Gate Count 1,sim Runtime 1,sim Transpile Time 1,sim Cost 2,sim Gate Count 2,sim Runtime 2,sim Transpile Time 2,sim Cost 3,sim Gate Count 3,sim Runtime 3,sim Transpile Time 3,Cost 0,Gate Count 0,Runtime 0,Transpile Time 0,Qubits 0,Cost 1,Gate Count 1,Runtime 1,Transpile Time 1,Qubits 1,Cost 2,Gate Count 2,Runtime 2,Transpile Time 2,Qubits 2,Cost 3,Gate Count 3,Runtime 3,Transpile Time 3,Qubits 3
18,11,33.0,33.0,0.1065061608185434,0.0093562602996826,19.0,19.0,0.1028424387580302,0.0110442638397216,19.0,19.0,0.0984160639568959,0.015073537826538,19.0,19.0,0.0940927164991081,0.0235826969146728,33.0,33.0,0.0682952404022216,0.0065314769744873,"{4: 9, 5: 8, 1: 5, 0: 3, 2: 3, 3: 3, 6: 2}",19.0,19.0,0.0835354328155517,0.0120384693145751,"{0: 3, 2: 3, 3: 3, 4: 3, 5: 3, 1: 2, 6: 2}",19.0,19.0,0.0842766761779785,0.0202624797821044,"{0: 3, 3: 3, 4: 3, 5: 3, 6: 3, 1: 2, 2: 2}",19.0,19.0,0.0823407173156738,0.0240590572357177,"{0: 3, 1: 3, 2: 3, 3: 3, 6: 3, 4: 2, 5: 2}"
18,12,32.0,32.0,0.1064417484288201,0.0040194988250732,13.0,13.0,0.1031238272472036,0.0080640316009521,13.0,13.0,0.0987427099070582,0.0140612125396728,13.0,13.0,0.0944313923583339,0.0230934619903564,32.0,32.0,0.0650258064270019,0.0060257911682128,"{4: 14, 6: 8, 5: 4, 0: 3, 1: 3}",13.0,13.0,0.1827342510223388,0.0140473842620849,"{0: 3, 1: 3, 5: 3, 6: 3, 4: 1}",13.0,13.0,0.0802607536315918,0.0200443267822265,"{1: 3, 3: 3, 4: 3, 6: 3, 5: 1}",13.0,13.0,0.0787627696990966,0.0225515365600585,"{1: 3, 3: 3, 4: 3, 6: 3, 5: 1}"
18,13,50.0,34.0,0.1071081770665426,0.0080232620239257,16.0,12.0,0.1035040040663793,0.01454758644104,16.0,12.0,0.0990079391357116,0.0155465602874755,16.0,12.0,0.0947660320787074,0.0275969505310058,50.0,34.0,0.0678193569183349,0.010033369064331,"{'2': 9, '6': 7, '1': 6, '5': 6, '0': 2, '1,3': 2, '3,1': 1, '2,1': 1}",16.0,12.0,0.0789499282836914,0.0171682834625244,"{'5': 5, '4': 2, '6': 2, '1': 1, '5,3': 1, '3': 1}",16.0,12.0,0.0797500610351562,0.02103853225708,"{'5': 5, '4': 2, '6': 2, '1': 1, '5,3': 1, '3': 1}",16.0,12.0,0.0741961002349853,0.029494285583496,"{'1': 5, '0': 2, '2': 2, '1,3': 1, '3': 1, '5': 1}"
18,14,26.0,22.0,0.1072899837281083,0.0080318450927734,10.0,6.0,0.1037038753914478,0.0080227851867675,10.0,6.0,0.0993466917582586,0.0150606632232666,10.0,6.0,0.0950467242148949,0.0245864391326904,26.0,22.0,0.0682549476623535,0.0075149536132812,"{'4': 8, '5': 7, '2': 2, '3': 2, '0': 1, '3,1': 1, '1': 1}",10.0,6.0,0.0917596817016601,0.0145387649536132,"{'3': 2, '0': 1, '3,1': 1, '1': 1, '4': 1}",10.0,6.0,0.0910913944244384,0.0160164833068847,"{'1': 2, '2': 1, '1,3': 1, '3': 1, '6': 1}",10.0,6.0,0.0847880840301513,0.0243754386901855,"{'5': 2, '0': 1, '5,3': 1, '3': 1, '6': 1}"
18,15,33.0,33.0,0.1064299019419462,0.006040334701538,6.0,6.0,0.1036136640552378,0.0116117000579833,6.0,6.0,0.0991504373767947,0.0140385627746582,6.0,6.0,0.0947705098681292,0.0200874805450439,33.0,33.0,0.0642356872558593,0.0085647106170654,"{5: 10, 4: 8, 3: 7, 1: 5, 0: 3}",6.0,6.0,0.0871632099151611,0.0120203495025634,"{4: 3, 0: 1, 1: 1, 3: 1}",6.0,6.0,0.085747480392456,0.0188686847686767,"{5: 3, 1: 1, 2: 1, 3: 1}",6.0,6.0,0.0787649154663086,0.0200483798980712,"{1: 3, 3: 1, 5: 1, 6: 1}"
18,16,32.0,32.0,0.1064644319902583,0.0050058364868164,9.0,9.0,0.1034141910389281,0.0105459690093994,9.0,9.0,0.0989988043589256,0.0150530338287353,9.0,9.0,0.0945946854378681,0.020050048828125,32.0,32.0,0.0649559497833252,0.0070228576660156,"{3: 14, 2: 6, 5: 4, 1: 3, 6: 3, 0: 2}",9.0,9.0,0.0869486331939697,0.0120356082916259,"{3: 3, 5: 3, 1: 1, 2: 1, 6: 1}",9.0,9.0,0.0847601890563964,0.0195670127868652,"{3: 3, 6: 3, 0: 1, 1: 1, 5: 1}",9.0,9.0,0.088090181350708,0.0220940113067626,"{2: 3, 3: 3, 1: 1, 5: 1, 6: 1}"
18,17,43.0,43.0,0.1058462513462498,0.0060212612152099,9.0,9.0,0.1034027916857181,0.0100502967834472,9.0,9.0,0.0990329640368952,0.016538381576538,9.0,9.0,0.0946867520755547,0.0240533351898193,43.0,43.0,0.0677201747894287,0.0080139636993408,"{0: 11, 6: 11, 3: 6, 4: 6, 1: 4, 5: 3, 2: 2}",9.0,9.0,0.08817720413208,0.0130221843719482,"{5: 3, 2: 2, 0: 1, 3: 1, 4: 1, 6: 1}",9.0,9.0,0.0799958705902099,0.0208041667938232,"{6: 3, 4: 2, 1: 1, 2: 1, 3: 1, 5: 1}",9.0,9.0,0.1770806312561035,0.0240521430969238,"{6: 3, 4: 2, 1: 1, 2: 1, 3: 1, 5: 1}"
18,18,26.0,26.0,0.1067915165879709,0.0040125846862792,10.0,10.0,0.1032862838933732,0.0075201988220214,10.0,10.0,0.0988246966601489,0.0100183486938476,10.0,10.0,0.0943405958414121,0.0115375518798828,26.0,26.0,0.0680537223815918,0.004007339477539,"{0: 7, 5: 7, 1: 4, 3: 3, 4: 2, 6: 2, 2: 1}",10.0,10.0,0.0756092071533203,0.0132391452789306,"{0: 2, 1: 2, 5: 2, 6: 2, 2: 1, 3: 1}",10.0,10.0,0.0903658866882324,0.0160591602325439,"{0: 2, 4: 2, 5: 2, 6: 2, 1: 1, 3: 1}",10.0,10.0,0.0792372226715087,0.0200331211090087,"{0: 2, 1: 2, 2: 2, 4: 2, 3: 1, 5: 1}"
19,4,39.0,11.0,0.1090114824616,0.0099222660064697,24.0,8.0,0.1040135978569481,0.0040276050567626,24.0,8.0,0.0995749354413147,0.0075225830078125,27.0,19.0,0.0946029637475962,0.0307464599609375,39.0,11.0,0.0675058364868164,0.0069766044616699,"{'0': 3, '1,2': 2, '3,1': 2, '1,3': 2, '2,1': 1, '3': 1}",24.0,8.0,0.0822939872741699,0.0085179805755615,"{'4': 3, '5,3': 2, '3,5': 2, '5': 1}",24.0,8.0,0.0887985229492187,0.0140607357025146,"{'2': 3, '1,3': 2, '3,1': 2, '1': 1}",27.0,19.0,0.08968186378479,0.0371010303497314,"{'3': 8, '5': 6, '6': 3, '3,5': 2}"
19,5,72.0,20.0,0.1095257082456898,0.0100364685058593,24.0,8.0,0.1041170419154673,0.0085256099700927,24.0,8.0,0.0996674736251177,0.0115463733673095,24.0,8.0,0.0954598688065369,0.0250883102416992,72.0,20.0,0.0713574886322021,0.0075469017028808,"{'4': 5, '0,1': 2, '3,5': 2, '1,3': 2, '4,5': 2, '1,0': 1, '0': 1, '5,3': 1, '3,1': 1, '5,4': 1, '6,5': 1, '6': 1}",24.0,8.0,0.0959203243255615,0.0120174884796142,"{'1,0': 2, '4': 2, '0,1': 1, '5,3': 1, '5': 1, '6': 1}",24.0,8.0,0.0817480087280273,0.0148484706878662,"{'1,0': 2, '4': 2, '0,1': 1, '5,3': 1, '5': 1, '6': 1}",24.0,8.0,0.0777425765991211,0.0226266384124755,"{'1,0': 2, '6': 2, '0,1': 1, '4': 1, '5,3': 1, '5': 1}"
19,6,79.0,31.0,0.1087113390173499,0.0100326538085937,28.0,16.0,0.1034703547222384,0.0082051753997802,28.0,16.0,0.0991323564362748,0.0160772800445556,28.0,16.0,0.0949126997762531,0.02909517288208,79.0,31.0,0.0724806785583496,0.0115439891815185,"{'0': 5, '2': 5, '1': 3, '4': 3, '6': 3, '0,1': 2, '4,5': 2, '3,5': 2, '3,1': 2, '1,0': 1, '5,4': 1, '5,3': 1, '1,3': 1}",28.0,16.0,0.0866146087646484,0.0153355598449707,"{'0': 3, '1': 3, '2': 3, '3': 2, '1,3': 2, '5': 2, '3,1': 1}",28.0,16.0,0.0843415260314941,0.0180470943450927,"{'0': 3, '1': 3, '2': 3, '3': 2, '1,3': 2, '5': 2, '3,1': 1}",28.0,16.0,0.0892784595489502,0.0291070938110351,"{'0': 3, '1': 3, '2': 3, '3': 2, '1,3': 2, '5': 2, '3,1': 1}"
19,7,68.0,24.0,0.1089010168054733,0.0080401897430419,23.0,15.0,0.1033515794673428,0.0080161094665527,23.0,15.0,0.0989600442478809,0.0135602951049804,23.0,15.0,0.0946489240905541,0.0226011276245117,68.0,24.0,0.0777761936187744,0.0077097415924072,"{'2': 3, '4,5': 3, '3': 3, '5': 3, '6': 3, '0,1': 2, '3,5': 2, '1,0': 1, '5,4': 1, '5,3': 1, '1,3': 1, '1': 1}",23.0,15.0,0.0927963256835937,0.0088593959808349,"{'2': 3, '4': 3, '3': 3, '6': 3, '1,2': 1, '5,3': 1, '5': 1}",23.0,15.0,0.0901854038238525,0.0118491649627685,"{'0': 3, '2': 3, '3': 3, '4': 3, '1,3': 1, '1': 1, '5,4': 1}",23.0,15.0,0.0853278636932373,0.0276153087615966,"{'0': 3, '2': 3, '3': 3, '6': 3, '1,3': 1, '1': 1, '5,6': 1}"
19,8,75.0,31.0,0.108585016021572,0.0120513439178466,24.0,16.0,0.1033397549128464,0.0100378990173339,24.0,16.0,0.0989596519451607,0.0160791873931884,24.0,16.0,0.0947635890402439,0.0301229953765869,90.0,34.0,0.0724434852600097,0.0100274085998535,"{'2': 5, '3': 5, '0': 3, '1': 3, '4': 3, '5,6': 3, '1,2': 2, '1,3': 2, '4,5': 2, '2,1': 1, '3,1': 1, '5,4': 1, '6,5': 1, '5,3': 1, '6': 1}",24.0,16.0,0.0663022994995117,0.1300358772277832,"{'0': 3, '2': 3, '6': 3, '1': 2, '4': 2, '3,5': 1, '3': 1, '5,4': 1}",24.0,16.0,0.0849738121032714,0.0131435394287109,"{'0': 3, '2': 3, '4': 3, '1': 2, '6': 2, '3,5': 1, '3': 1, '5,6': 1}",24.0,16.0,0.0790884494781494,0.0285727977752685,"{'0': 3, '2': 3, '6': 3, '1': 2, '4': 2, '3,5': 1, '3': 1, '5,4': 1}"
19,9,48.0,32.0,0.1073172808766536,0.0120437145233154,15.0,11.0,0.1034008645810703,0.0075268745422363,15.0,11.0,0.0990204819755714,0.0135560035705566,15.0,11.0,0.0948464282114844,0.0285568237304687,48.0,32.0,0.0727965831756591,0.0100493431091308,"{'3': 8, '0': 6, '2': 6, '4': 5, '6': 3, '4,5': 2, '5,4': 1, '5,3': 1}",15.0,11.0,0.0821781158447265,0.0170428752899169,"{'3': 5, '5': 3, '1': 2, '1,3': 1}",15.0,11.0,0.0862417221069336,0.0205984115600585,"{'3': 5, '1': 3, '5': 2, '5,3': 1}",15.0,11.0,0.0762293338775634,0.0280721187591552,"{'3': 5, '5': 3, '1': 2, '1,3': 1}"
19,10,39.0,23.0,0.1077382615084439,0.0075254440307617,22.0,18.0,0.103004843517829,0.0080585479736328,21.0,17.0,0.0988201062058203,0.0200588703155517,21.0,17.0,0.0945414075855455,0.0305094718933105,39.0,23.0,0.0657110214233398,0.0085117816925048,"{'4': 6, '6': 5, '5': 4, '2': 3, '3,5': 2, '1': 1, '5,3': 1, '4,5': 1}",22.0,18.0,0.0784406661987304,0.0160331726074218,"{'5': 6, '2': 3, '4': 3, '6': 3, '1': 1, '5,3': 1, '3': 1}",21.0,17.0,0.0824685096740722,0.0170278549194335,"{'5': 5, '0': 3, '4': 3, '6': 3, '1': 1, '5,3': 1, '3': 1}",21.0,17.0,0.0777218341827392,0.026611328125,"{'1': 5, '0': 3, '2': 3, '6': 3, '1,3': 1, '3': 1, '5': 1}"
19,11,31.0,27.0,0.1069981529471657,0.0080220699310302,13.0,9.0,0.1035288953577208,0.0080220699310302,13.0,9.0,0.0991373162735039,0.0135643482208251,13.0,9.0,0.094825351719643,0.0225684642791748,31.0,27.0,0.0661439895629882,0.0080211162567138,"{'3': 11, '4': 7, '0': 4, '2': 4, '6,5': 1}",13.0,9.0,0.08683443069458,0.0160231590270996,"{'0': 3, '2': 3, '3': 1, '4': 1, '6,5': 1}",13.0,9.0,0.0819017887115478,0.0158419609069824,"{'4': 3, '6': 3, '1': 1, '2': 1, '5,3': 1}",13.0,9.0,0.0807645320892334,0.0220592021942138,"{'4': 3, '6': 3, '0': 1, '1': 1, '5,3': 1}"
19,12,30.0,30.0,0.1066502271661721,0.0080127716064453,10.0,10.0,0.1033439441138432,0.0100274085998535,10.0,10.0,0.0988249982303397,0.0100314617156982,10.0,10.0,0.0946291053013485,0.0240826606750488,30.0,30.0,0.0647404193878173,0.0080227851867675,"{0: 8, 1: 8, 3: 6, 5: 4, 6: 3, 4: 1}",10.0,10.0,0.0893528461456298,0.0110478401184082,"{1: 3, 5: 3, 6: 3, 4: 1}",10.0,10.0,0.0850703716278076,0.0170552730560302,"{0: 3, 1: 3, 5: 3, 6: 1}",10.0,10.0,0.0761620998382568,0.0195450782775878,"{1: 3, 2: 3, 5: 3, 6: 1}"
19,13,33.0,33.0,0.1064865971378058,0.0085055828094482,10.0,10.0,0.10337878917861,0.0115425586700439,10.0,10.0,0.0988709849428807,0.012031078338623,10.0,10.0,0.0946295274996155,0.0241010189056396,33.0,33.0,0.0640995502471923,0.0060102939605712,"{1: 7, 2: 6, 4: 6, 5: 6, 3: 4, 6: 3, 0: 1}",10.0,10.0,0.0802321434020996,0.0150527954101562,"{3: 3, 6: 3, 0: 1, 1: 1, 2: 1, 4: 1}",10.0,10.0,0.079343557357788,0.0175931453704834,"{0: 3, 2: 3, 3: 1, 4: 1, 5: 1, 6: 1}",10.0,10.0,0.1735961437225341,0.0235579013824462,"{4: 3, 6: 3, 0: 1, 1: 1, 2: 1, 3: 1}"
19,14,63.0,47.0,0.106349716413045,0.0080108642578125,16.0,12.0,0.1034692302818395,0.0130355358123779,16.0,12.0,0.0990313135670413,0.0165629386901855,16.0,12.0,0.0947768502239135,0.0280673503875732,63.0,47.0,0.0622560977935791,0.0065283775329589,"{'5': 14, '0': 6, '3': 6, '6': 6, '2': 5, '4': 5, '3,5': 2, '1': 1, '5,3': 1, '4,5': 1}",16.0,12.0,0.0844547748565673,0.0166528224945068,"{'1': 4, '3': 2, '6': 2, '0': 1, '3,1': 1, '4': 1, '5': 1}",16.0,12.0,0.0801243782043457,0.0201025009155273,"{'1': 4, '3': 2, '6': 2, '0': 1, '3,1': 1, '4': 1, '5': 1}",16.0,12.0,0.0797536373138427,0.0280742645263671,"{'1': 4, '3': 2, '4': 2, '0': 1, '3,1': 1, '5': 1, '6': 1}"
19,15,43.0,43.0,0.1058926931556242,0.0080406665802001,14.0,14.0,0.1031108841414542,0.0100371837615966,14.0,14.0,0.098753278309998,0.0170567035675048,14.0,14.0,0.0943954147731061,0.0240650177001953,43.0,43.0,0.0680375099182128,0.0085330009460449,"{4: 15, 2: 11, 6: 6, 0: 4, 1: 4, 5: 3}",14.0,14.0,0.0769827365875244,0.0180282592773437,"{0: 3, 1: 3, 4: 3, 5: 3, 2: 1, 6: 1}",14.0,14.0,0.0841152667999267,0.0155413150787353,"{2: 3, 3: 3, 5: 3, 6: 3, 0: 1, 1: 1}",14.0,14.0,0.08174729347229,0.0245528221130371,"{1: 3, 2: 3, 3: 3, 4: 3, 5: 1, 6: 1}"
19,16,46.0,46.0,0.1057173347883852,0.0080235004425048,10.0,10.0,0.103297694212772,0.0080163478851318,10.0,10.0,0.0989175528634258,0.0140559673309326,10.0,10.0,0.0945247017013133,0.0195429325103759,46.0,46.0,0.067300796508789,0.0040130615234375,"{3: 11, 4: 11, 1: 10, 0: 6, 5: 5, 2: 2, 6: 1}",10.0,10.0,0.0833823680877685,0.015127420425415,"{1: 3, 4: 2, 5: 2, 0: 1, 3: 1, 6: 1}",10.0,10.0,0.0838894844055175,0.0180575847625732,"{1: 3, 0: 2, 3: 2, 2: 1, 5: 1, 6: 1}",10.0,10.0,0.0797538757324218,0.024080753326416,"{1: 3, 2: 2, 3: 2, 0: 1, 5: 1, 6: 1}"
19,17,33.0,33.0,0.1064639080932732,0.0075190067291259,13.0,13.0,0.1032159816144002,0.0120711326599121,13.0,13.0,0.0986962955131558,0.0120429992675781,13.0,13.0,0.0945346993394936,0.0275855064392089,33.0,33.0,0.0651814937591552,0.0060184001922607,"{5: 9, 0: 7, 4: 7, 6: 5, 2: 2, 3: 2, 1: 1}",13.0,13.0,0.0787281990051269,0.0161850452423095,"{5: 3, 6: 3, 0: 2, 3: 2, 4: 2, 1: 1}",13.0,13.0,0.079599380493164,0.0165393352508544,"{0: 3, 3: 3, 1: 2, 2: 2, 6: 2, 5: 1}",13.0,13.0,0.0878815650939941,0.0243504047393798,"{3: 3, 4: 3, 2: 2, 5: 2, 6: 2, 1: 1}"
19,18,28.0,28.0,0.1067786472425234,0.0085248947143554,9.0,9.0,0.1033907837090321,0.0095281600952148,9.0,9.0,0.0989292732391291,0.0120296478271484,9.0,9.0,0.0946126041902926,0.0208292007446289,28.0,28.0,0.0657556056976318,0.009031057357788,"{3: 8, 6: 7, 0: 4, 5: 4, 2: 3, 1: 1, 4: 1}",9.0,9.0,0.0783131122589111,0.0155282020568847,"{0: 3, 6: 2, 1: 1, 2: 1, 3: 1, 4: 1}",9.0,9.0,0.1703040599822998,0.0150392055511474,"{0: 3, 4: 2, 2: 1, 3: 1, 5: 1, 6: 1}",9.0,9.0,0.0758013725280761,0.0205597877502441,"{2: 3, 4: 2, 0: 1, 3: 1, 5: 1, 6: 1}"
19,19,47.0,47.0,0.1055670237192053,0.0040235519409179,6.0,6.0,0.1035314834367132,0.0080382823944091,6.0,6.0,0.0990122743646795,0.008030891418457,6.0,6.0,0.0947007484583688,0.0170540809631347,47.0,47.0,0.064770221710205,0.0060288906097412,"{3: 12, 5: 12, 4: 11, 0: 9, 2: 2, 1: 1}",6.0,6.0,0.0817644596099853,0.0129904747009277,"{0: 2, 5: 2, 1: 1, 4: 1}",6.0,6.0,0.0855028629302978,0.0160467624664306,"{1: 2, 3: 2, 2: 1, 5: 1}",6.0,6.0,0.0882894992828369,0.0190603733062744,"{3: 2, 5: 2, 1: 1, 4: 1}"
20,4,71.0,19.0,0.1095030057548934,0.0065133571624755,26.0,10.0,0.1039197870723053,0.0050203800201416,26.0,10.0,0.0995160848664205,0.0100355148315429,26.0,10.0,0.0952031498048549,0.0189974308013916,71.0,19.0,0.0705189704895019,0.0042154788970947,"{'5,6': 4, '0': 3, '4': 3, '1,2': 2, '6,5': 2, '3,5': 2, '2,1': 1, '5,3': 1, '1,3': 1}",26.0,10.0,0.0869069099426269,0.008021593093872,"{'4': 3, '6': 3, '5,3': 2, '1,0': 1, '3,5': 1}",26.0,10.0,0.0812034606933593,0.0125267505645751,"{'4': 3, '6': 3, '5,3': 2, '1,0': 1, '3,5': 1}",26.0,10.0,0.0857036113739013,0.0200634002685546,"{'0': 3, '2': 3, '1,3': 2, '3,1': 1, '5,4': 1}"
20,5,59.0,19.0,0.1090655705322164,0.0100271701812744,25.0,9.0,0.1041507489766786,0.0125272274017333,25.0,9.0,0.0997020086335799,0.0155839920043945,25.0,9.0,0.0954780367782834,0.028414249420166,59.0,19.0,0.0686900615692138,0.0075290203094482,"{'1': 5, '0': 4, '1,3': 2, '5,6': 2, '3,5': 2, '3,1': 1, '6,5': 1, '5,3': 1, '5,4': 1}",25.0,9.0,0.0826873779296875,0.0152313709259033,"{'4': 3, '3': 2, '3,5': 2, '5,3': 1, '5,6': 1}",25.0,9.0,0.0931591987609863,0.0150401592254638,"{'6': 3, '3': 2, '3,5': 2, '5,3': 1, '5,4': 1}",25.0,9.0,0.0822420120239257,0.027064561843872,"{'4': 3, '3': 2, '3,5': 2, '5,3': 1, '5,6': 1}"
20,6,82.0,22.0,0.1097193665849919,0.0085060596466064,22.0,10.0,0.1038622001476393,0.0100278854370117,22.0,10.0,0.0993892135612049,0.0120303630828857,22.0,10.0,0.0950542145278657,0.0200328826904296,82.0,22.0,0.0692055225372314,0.0080273151397705,"{'0': 3, '4': 3, '1,2': 2, '2,1': 2, '4,5': 2, '3,5': 2, '3,1': 2, '1,3': 2, '2': 1, '5,4': 1, '5,3': 1, '5,6': 1}",22.0,10.0,0.091789960861206,0.0120172500610351,"{'0': 3, '6': 3, '1,2': 1, '4': 1, '5,3': 1, '4,5': 1}",22.0,10.0,0.0882148742675781,0.0125415325164794,"{'0': 3, '6': 3, '1,2': 1, '4': 1, '5,3': 1, '4,5': 1}",22.0,10.0,0.0837430953979492,0.0215823650360107,"{'2': 3, '6': 3, '0': 1, '1,3': 1, '0,1': 1, '5,4': 1}"
20,7,104.0,32.0,0.1097350176410802,0.0120115280151367,64.0,16.0,0.105203153414958,0.0159478187561035,79.0,19.0,0.1010370186326454,0.0163662433624267,34.0,10.0,0.0964042614617684,0.056201696395874,74.0,26.0,0.0680968761444091,0.0075583457946777,"{'1': 10, '2': 3, '1,3': 3, '0,1': 2, '4,5': 2, '3,5': 2, '1,0': 1, '5,4': 1, '3,1': 1, '6': 1}",64.0,16.0,0.080723762512207,0.0204982757568359,"{'1': 3, '1,2': 2, '5,4': 2, '3,5': 2, '1,3': 2, '5,3': 2, '2,1': 1, '4,5': 1, '6': 1}",84.0,20.0,0.0802292823791503,0.0252506732940673,"{'3,1': 3, '1,2': 3, '5': 3, '1,3': 2, '5,4': 2, '5,3': 2, '3,5': 2, '2,1': 1, '4,5': 1, '6': 1}",36.0,20.0,0.0696992874145507,0.0782246589660644,"{'3': 8, '1': 4, '6': 3, '3,5': 2, '3,1': 2, '4': 1}"
20,8,84.0,28.0,0.1091859551614447,0.0080392360687255,24.0,16.0,0.1032936256398515,0.0080320835113525,24.0,16.0,0.0988206993674552,0.0100371837615966,24.0,16.0,0.0946010756059998,0.0230565071105957,84.0,28.0,0.0702688694000244,0.0080137252807617,"{'1,3': 4, '5': 4, '0': 3, '2': 3, '6': 3, '3,1': 2, '2,1': 2, '1,2': 2, '5,6': 2, '3': 1, '6,5': 1, '3,5': 1}",24.0,16.0,0.0900630950927734,0.0080323219299316,"{'3': 4, '0': 3, '5': 3, '6': 3, '1': 1, '5,4': 1, '5,3': 1}",24.0,16.0,0.180307388305664,0.0130534172058105,"{'3': 4, '1': 3, '2': 3, '6': 3, '1,0': 1, '1,3': 1, '5': 1}",24.0,16.0,0.0817844867706298,0.022118330001831,"{'3': 4, '0': 3, '1': 3, '6': 3, '1,2': 1, '1,3': 1, '5': 1}"
20,9,57.0,25.0,0.1084163636540954,0.0120368003845214,23.0,15.0,0.103375003246522,0.0090346336364746,23.0,15.0,0.0990289996427678,0.0165586471557617,23.0,15.0,0.0948734019743542,0.0323619842529296,57.0,25.0,0.0707583427429199,0.010038137435913,"{'0': 5, '1': 4, '3': 4, '4': 4, '1,3': 2, '5,6': 2, '1,2': 1, '3,1': 1, '6,5': 1, '5,3': 1}",23.0,15.0,0.0777416229248046,0.0144922733306884,"{'1': 7, '0': 3, '5': 2, '1,3': 1, '2,1': 1, '4': 1}",23.0,15.0,0.0829653739929199,0.0215208530426025,"{'1': 7, '2': 3, '5': 2, '1,3': 1, '0,1': 1, '4': 1}",23.0,15.0,0.0777227878570556,0.0310895442962646,"{'5': 7, '4': 3, '1': 2, '2': 1, '5,3': 1, '6,5': 1}"
20,10,89.0,41.0,0.1081854473378224,0.0125250816345214,21.0,9.0,0.1039550538708412,0.0115294456481933,21.0,9.0,0.0995743532458684,0.0175447463989257,21.0,9.0,0.0952167528975066,0.024564504623413,89.0,41.0,0.0691595077514648,0.0095372200012207,"{'1': 10, '0': 6, '3': 5, '6': 5, '0,1': 2, '5': 2, '5,6': 2, '3,5': 2, '1,3': 2, '1,0': 1, '4': 1, '6,5': 1, '5,3': 1, '3,1': 1}",21.0,9.0,0.0818479061126709,0.0129783153533935,"{'0': 2, '3': 2, '1,3': 2, '1': 1, '3,1': 1, '6': 1}",21.0,9.0,0.08514404296875,0.0161201953887939,"{'2': 2, '3': 2, '1,3': 2, '1': 1, '3,1': 1, '4': 1}",21.0,9.0,0.0807905197143554,0.0285596847534179,"{'3': 2, '5,3': 2, '6': 2, '2': 1, '5': 1, '3,5': 1}"
20,11,104.0,36.0,0.1092857119251282,0.0101299285888671,16.0,8.0,0.1038294850620123,0.0110449790954589,16.0,8.0,0.0993446440255346,0.0125319957733154,16.0,8.0,0.0951945623500644,0.0285751819610595,89.0,33.0,0.0688042640686035,0.0100300312042236,"{'6': 9, '2': 6, '4,5': 4, '1': 3, '1,2': 2, '1,3': 2, '5,4': 2, '3,5': 2, '2,1': 1, '3,1': 1, '4': 1}",16.0,8.0,0.0855801105499267,0.0125453472137451,"{'0': 3, '1': 1, '5,3': 1, '3': 1, '5,4': 1, '6': 1}",16.0,8.0,0.0807192325592041,0.0161323547363281,"{'2': 3, '1': 1, '5,3': 1, '3': 1, '5,4': 1, '6': 1}",16.0,8.0,0.0808501243591308,0.0245680809020996,"{'6': 3, '0': 1, '1,3': 1, '1,2': 1, '3': 1, '5': 1}"
20,12,32.0,28.0,0.1069167753404952,0.0070195198059082,13.0,9.0,0.1036212690486925,0.0120387077331542,13.0,9.0,0.0991943075564599,0.0160424709320068,13.0,9.0,0.0948721937949069,0.0246052742004394,32.0,28.0,0.0666768550872802,0.0060093402862548,"{'2': 9, '6': 8, '1': 6, '5': 3, '4': 1, '3,5': 1}",13.0,9.0,0.0857484340667724,0.0125246047973632,"{'2': 3, '5': 3, '1': 1, '4': 1, '3,5': 1}",13.0,9.0,0.085198163986206,0.0179777145385742,"{'2': 3, '3': 3, '0': 1, '1,3': 1, '5': 1}",13.0,9.0,0.0860085487365722,0.0233051776885986,"{'4': 3, '3': 3, '1': 1, '5,3': 1, '6': 1}"
20,13,31.0,31.0,0.1065920814303775,0.0080204010009765,9.0,9.0,0.1034483616830865,0.0120317935943603,9.0,9.0,0.0990114483745593,0.0156028270721435,9.0,9.0,0.0945959246171974,0.0201039314270019,31.0,31.0,0.0696799755096435,0.0080244541168212,"{5: 8, 1: 7, 2: 6, 3: 5, 4: 4, 6: 1}",9.0,9.0,0.1838605403900146,0.015047550201416,"{4: 3, 3: 2, 5: 2, 1: 1, 6: 1}",9.0,9.0,0.0797624588012695,0.014115571975708,"{5: 3, 1: 2, 4: 2, 0: 1, 2: 1}",9.0,9.0,0.0802063941955566,0.0175693035125732,"{5: 3, 1: 2, 6: 2, 0: 1, 2: 1}"
20,14,41.0,25.0,0.1077252934672977,0.012033462524414,17.0,13.0,0.103342041421648,0.0100409984588623,15.0,11.0,0.0991009683179335,0.0170557498931884,15.0,11.0,0.0947783391455091,0.0255961418151855,41.0,25.0,0.0712876319885253,0.0090436935424804,"{'1': 7, '3': 5, '5': 5, '0': 2, '1,3': 2, '2': 1, '3,1': 1, '1,0': 1, '6': 1}",17.0,13.0,0.0820269584655761,0.0193052291870117,"{'1': 3, '5': 3, '0': 2, '3': 2, '2': 1, '1,3': 1, '4': 1}",15.0,11.0,0.082212209701538,0.0200843811035156,"{'1': 3, '5': 3, '6': 2, '0': 1, '4': 1, '5,3': 1}",15.0,11.0,0.0747492313385009,0.0281052589416503,"{'1': 3, '5': 3, '0': 2, '2': 1, '1,3': 1, '6': 1}"
