Cost,Gate Count,Optimization Level,Runtime,Transpile Time
15,11,1,0.22917819023132324,0.031160831451416016
215,211,0,0.08015894889831543,0.02077198028564453
21,17,3,0.07595682144165039,0.03459501266479492
15,11,2,0.08631491661071777,0.03132820129394531
15,11,1,0.0936586856842041,0.02932262420654297
228,200,0,0.08749890327453613,0.038666486740112305
20,16,3,0.07833337783813477,0.03654670715332031
15,11,2,0.08965778350830078,0.0338292121887207
15,11,1,0.08646273612976074,0.03116464614868164
233,229,0,0.09070158004760742,0.020835399627685547
11,11,3,0.07645535469055176,0.025516986846923828
11,11,2,0.08124399185180664,0.03474259376525879
11,11,1,0.0887763500213623,0.03237295150756836
284,284,0,0.07717227935791016,0.0228579044342041
13,13,3,0.07907462120056152,0.02695178985595703
13,13,2,0.08648943901062012,0.03232431411743164
13,13,1,0.08716392517089844,0.028344392776489258
219,219,0,0.0909724235534668,0.019665956497192383
13,13,3,0.07968640327453613,0.02536606788635254
13,13,2,0.0937504768371582,0.03594470024108887
13,13,1,0.2042217254638672,0.033332109451293945
258,258,0,0.08884501457214355,0.02067089080810547
8,8,3,0.07915496826171875,0.024656295776367188
8,8,2,0.0995020866394043,0.031160354614257812
8,8,1,0.09585118293762207,0.030840158462524414
221,221,0,0.08530306816101074,0.023845434188842773
9,9,3,0.07614016532897949,0.023481369018554688
9,9,2,0.09002327919006348,0.031076431274414062
9,9,1,0.09382057189941406,0.031831979751586914
272,272,0,0.08713841438293457,0.021483898162841797
198,42,3,0.08478951454162598,0.08146953582763672
213,45,2,0.08695578575134277,0.05694437026977539
213,45,1,0.09826207160949707,0.03917121887207031
318,66,0,0.09597969055175781,0.018507003784179688
227,47,3,0.09996938705444336,0.10878753662109375
332,68,2,0.09229683876037598,0.03458881378173828
302,62,1,0.09999227523803711,0.029193639755249023
377,77,0,0.09988188743591309,0.023027896881103516
149,33,3,0.08658075332641602,0.09047555923461914
299,63,2,0.11243271827697754,0.055580854415893555
329,69,1,0.09912943840026855,0.17908406257629395
314,66,0,0.1009984016418457,0.023560523986816406
215,43,3,0.1034238338470459,0.09570837020874023
345,69,2,0.11715364456176758,0.044014930725097656
345,69,1,0.10602283477783203,0.032984256744384766
