Cost,Gate Count,Optimization Level,Runtime,Transpile Time
1.0,1.0,0,5.264406442642212,0.00302886962890625
1.0,1.0,1,5.290861368179321,0.005028247833251953
1.0,1.0,2,5.287044286727905,0.006022214889526367
1.0,1.0,3,5.584348917007446,0.00807332992553711
1.0,1.0,0,5.264406442642212,0.0030288696289062
1.0,1.0,1,5.290861368179321,0.0050282478332519
1.0,1.0,2,5.287044286727905,0.0060222148895263
1.0,1.0,3,5.584348917007446,0.0080733299255371
1.0,1.0,0,5.301762342453003,0.0026023387908935
1.0,1.0,1,5.291647911071777,0.0049700736999511
1.0,1.0,2,5.295493125915527,0.0059864521026611
1.0,1.0,3,5.28921365737915,0.0090112686157226
1.0,1.0,0,5.512615203857422,0.0029864311218261
1.0,1.0,1,5.426739692687988,0.0059845447540283
1.0,1.0,2,5.438989639282227,0.0061516761779785
1.0,1.0,3,5.2259931564331055,0.0120711326599121
3.0,3.0,0,5.118228435516357,0.0039944648742675
3.0,3.0,1,5.314042329788208,0.0040380954742431
3.0,3.0,2,5.109417915344238,0.0042638778686523
3.0,3.0,3,5.251564025878906,0.0080351829528808
10.0,10.0,0,5.238756418228149,0.0040769577026367
4.0,4.0,1,5.497173070907593,0.0040733814239501
4.0,4.0,2,5.229469060897827,0.0116574764251708
4.0,4.0,3,5.275426864624023,0.0123999118804931
4.0,4.0,0,5.264227867126465,0.006462812423706
4.0,4.0,1,5.333866596221924,0.0104579925537109
4.0,4.0,2,5.374194622039795,0.0081336498260498
4.0,4.0,3,5.163711309432983,0.0105087757110595
7.0,7.0,0,5.309167385101318,0.0055704116821289
2.0,2.0,1,5.374685049057007,0.0120341777801513
2.0,2.0,2,5.2516138553619385,0.0092368125915527
2.0,2.0,3,5.287006855010986,0.0149092674255371
6.0,6.0,0,5.239626169204712,0.0049858093261718
6.0,6.0,1,5.216910600662232,0.0081636905670166
6.0,6.0,2,5.269185304641724,0.0080378055572509
6.0,6.0,3,5.283036470413208,0.0122246742248535
13.0,13.0,0,5.416282892227173,0.0055994987487792
3.0,3.0,1,5.179919004440308,0.0080952644348144
3.0,3.0,2,5.344552993774414,0.0121314525604248
3.0,3.0,3,6.785829305648804,0.0126054286956787
8.0,8.0,0,5.179367542266846,0.00510835647583
5.0,5.0,1,5.350604057312012,0.0124804973602294
5.0,5.0,2,5.170842409133911,0.0096368789672851
5.0,5.0,3,5.17824387550354,0.0124647617340087
5.0,1.0,0,5.170015573501587,0.0
5.0,1.0,1,5.329822778701782,0.0010068416595458
5.0,1.0,2,5.236956596374512,0.0040044784545898
5.0,1.0,3,5.338968276977539,0.008136510848999
7.0,7.0,0,5.180542945861816,0.0065593719482421
1.0,1.0,1,5.430403232574463,0.0081000328063964
1.0,1.0,2,5.329910755157471,0.008023977279663
1.0,1.0,3,5.276580572128296,0.0121562480926513
10.0,10.0,0,5.235345363616943,0.005528450012207
7.0,7.0,1,5.362043380737305,0.0096132755279541
7.0,7.0,2,5.280999183654785,0.0126271247863769
7.0,7.0,3,5.208448648452759,0.0530261993408203
21.0,21.0,0,5.479696989059448,0.0059788227081298
9.0,9.0,1,5.466637849807739,0.0084598064422607
9.0,9.0,2,5.300442457199097,0.0105230808258056
9.0,9.0,3,5.360631704330444,0.0146472454071044
36.0,8.0,0,5.456395626068115,0.0115101337432861
6.0,2.0,1,5.391085863113403,0.0046494007110595
6.0,2.0,2,5.258000135421753,0.005491018295288
6.0,2.0,3,5.178866863250732,0.0089797973632812
9.0,9.0,0,5.325348854064941,0.0055210590362548
3.0,3.0,1,5.38053560256958,0.0074849128723144
3.0,3.0,2,5.503154039382935,0.0094828605651855
3.0,3.0,3,5.205863952636719,0.0124738216400146
12.0,12.0,0,5.252745866775513,0.0066735744476318
9.0,9.0,1,5.273589611053467,0.008535623550415
9.0,9.0,2,5.509140729904175,0.0115728378295898
9.0,9.0,3,5.261318683624268,0.0151612758636474
7.0,7.0,0,5.2577433586120605,0.0045804977416992
7.0,7.0,1,5.279489040374756,0.0069684982299804
7.0,7.0,2,5.258706331253052,0.0094668865203857
7.0,7.0,3,5.216661691665649,0.0146048069000244
14.0,14.0,0,5.200132608413696,0.0060071945190429
4.0,4.0,1,5.2930755615234375,0.0085330009460449
4.0,4.0,2,5.328282117843628,0.0094838142395019
4.0,4.0,3,5.325786590576172,0.0145831108093261
23.0,7.0,0,5.423508882522583,0.0095465183258056
8.0,4.0,1,5.27064061164856,0.0071449279785156
8.0,4.0,2,5.421045541763306,0.0072979927062988
8.0,4.0,3,5.222612857818604,0.0115833282470703
11.0,7.0,0,5.362677097320557,0.006082534790039
8.0,4.0,1,5.404963254928589,0.008662462234497
8.0,4.0,2,5.179127216339111,0.0116631984710693
8.0,4.0,3,5.366829872131348,0.0142300128936767
14.0,14.0,0,5.189209938049316,0.0059835910797119
9.0,9.0,1,6.464251756668091,0.0105509757995605
9.0,9.0,2,5.3421790599823,0.0104966163635253
9.0,9.0,3,5.270488023757935,0.0176234245300292
9.0,9.0,0,5.350719451904297,0.0052754878997802
8.0,8.0,1,5.241211414337158,0.0088205337524414
8.0,8.0,2,5.356560468673706,0.0275700092315673
8.0,8.0,3,5.24015474319458,0.0141370296478271
20.0,20.0,0,5.202825546264648,0.0094118118286132
9.0,9.0,1,5.526865720748901,0.0095508098602294
9.0,9.0,2,5.157219171524048,0.0130121707916259
9.0,9.0,3,5.430046319961548,0.0145678520202636
19.0,19.0,0,5.355886936187744,0.004988670349121
4.0,4.0,1,5.21640157699585,0.0079808235168457
4.0,4.0,2,5.343933582305908,0.0100829601287841
