tqc3,tqc2,tqc1,tqc0,sim
0.07296586036682129,0.11073160171508789,0.10404133796691895,0.10898971557617188,0.006978511810302734
0.0967414379119873,0.11121416091918945,0.10838842391967773,0.10529351234436035,0.0039882659912109375
0.08377385139465332,0.09690570831298828,0.23792481422424316,0.10323858261108398,0.001996278762817383
0.11432886123657227,0.09901094436645508,0.10573744773864746,0.10870838165283203,0.002991914749145508
0.10281181335449219,0.1356973648071289,0.11464548110961914,0.11030936241149902,0.0019948482513427734
0.10474753379821777,0.10744261741638184,0.11589908599853516,0.10572552680969238,0.001993417739868164
0.09956240653991699,0.11169981956481934,0.10888791084289551,0.12468814849853516,0.003993511199951172
0.29476428031921387,0.10216975212097168,0.11372733116149902,0.1281900405883789,0.0019948482513427734
0.08992719650268555,0.09117841720581055,0.29230451583862305,0.10510587692260742,0.00399017333984375
0.10599303245544434,0.11011886596679688,0.10754799842834473,0.242875337600708,0.002021312713623047
0.10372090339660645,0.11197471618652344,0.12851953506469727,0.07878875732421875,0.004508495330810547
0.10721540451049805,0.0997319221496582,0.1180267333984375,0.10494613647460938,0.002993345260620117
0.08476686477661133,0.09058976173400879,0.08511018753051758,0.12467169761657715,0.001995563507080078
0.2553424835205078,0.09924149513244629,0.11070489883422852,0.11571121215820312,0.0029931068420410156
0.08093070983886719,0.10675859451293945,0.11469340324401855,0.1181938648223877,0.002993345260620117
0.13330364227294922,0.11450791358947754,0.12073397636413574,0.11922788619995117,0.0025055408477783203
0.24685287475585938,0.10028982162475586,0.11010861396789551,0.12183380126953125,0.0019941329956054688
0.10678696632385254,0.11771011352539062,0.1083524227142334,0.10199093818664551,0.002964019775390625
0.09824967384338379,0.08423089981079102,0.10323429107666016,0.09975481033325195,0.0020227432250976562
0.12250924110412598,0.11307168006896973,0.25954389572143555,0.13856053352355957,0.001994609832763672
0.09021544456481934,0.11171603202819824,0.08833503723144531,0.15010809898376465,0.004986286163330078
0.1037912368774414,0.10275459289550781,0.10223603248596191,0.09960722923278809,0.0039904117584228516
0.13315653800964355,0.1142127513885498,0.241119384765625,0.10944199562072754,0.0019965171813964844
0.10516571998596191,0.10796475410461426,0.09931111335754395,0.11107301712036133,0.002991199493408203
0.08028984069824219,0.08477234840393066,0.10885953903198242,0.11273765563964844,0.002996683120727539
0.11367654800415039,0.11905980110168457,0.1091148853302002,0.10075545310974121,0.001996278762817383
0.09027647972106934,0.10474705696105957,0.11690783500671387,0.26888418197631836,0.0029904842376708984
0.11269688606262207,0.11773967742919922,0.10821986198425293,0.10923099517822266,0.0019941329956054688
0.10625386238098145,0.11571788787841797,0.10422730445861816,0.11623764038085938,0.0019960403442382812
0.11024880409240723,0.11873865127563477,0.10485315322875977,0.09629106521606445,0.002992391586303711
0.09352517127990723,0.1004941463470459,0.11511707305908203,0.10825872421264648,0.0029892921447753906
0.30289483070373535,0.12392783164978027,0.11472058296203613,0.11172938346862793,0.0029921531677246094
0.11182141304016113,0.10062694549560547,0.09926700592041016,0.15658164024353027,0.002991914749145508
0.10247135162353516,0.10522913932800293,0.10529589653015137,0.2557826042175293,0.0019948482513427734
0.1131596565246582,0.11346793174743652,0.11572146415710449,0.10543537139892578,0.0029935836791992188
0.10412025451660156,0.1057732105255127,0.11386990547180176,0.09926056861877441,0.001997232437133789
0.10671305656433105,0.09823417663574219,0.09325885772705078,0.2287449836730957,0.004988193511962891
0.11423349380493164,0.10676169395446777,0.12915873527526855,0.10523033142089844,0.001995086669921875
0.10242199897766113,0.1068112850189209,0.2474665641784668,0.10163044929504395,0.0037653446197509766
0.1122732162475586,0.11472964286804199,0.1122276782989502,0.11670899391174316,0.0019979476928710938
0.08568620681762695,0.10815644264221191,0.09711003303527832,0.08875751495361328,0.004988670349121094
0.10475897789001465,0.10672783851623535,0.26984333992004395,0.10458588600158691,0.002991914749145508
0.10075044631958008,0.11272406578063965,0.08779692649841309,0.08876252174377441,0.003988742828369141
0.10901141166687012,0.10383272171020508,0.143052339553833,0.1438608169555664,0.0029931068420410156
0.1258080005645752,0.11619353294372559,0.08867168426513672,0.09645628929138184,0.003989696502685547
0.11007046699523926,0.10423159599304199,0.2491610050201416,0.10402035713195801,0.001995086669921875
0.10480093955993652,0.10173273086547852,0.13254332542419434,0.1027536392211914,0.0019927024841308594
0.10829734802246094,0.10282683372497559,0.11116862297058105,0.09325957298278809,0.0029916763305664062
0.10676121711730957,0.11021995544433594,0.2716946601867676,0.10462045669555664,0.0019953250885009766
0.10624098777770996,0.10640645027160645,0.1067039966583252,0.11221480369567871,0.0029914379119873047
0.14542388916015625,0.08528375625610352,0.1012578010559082,0.09531068801879883,0.003988504409790039
0.09577155113220215,0.1067206859588623,0.1152043342590332,0.1027224063873291,0.002992868423461914
0.11221766471862793,0.08037614822387695,0.12320566177368164,0.10722661018371582,0.0029540061950683594
0.11221909523010254,0.11785316467285156,0.10674285888671875,0.11872029304504395,0.002987384796142578
0.09873414039611816,0.10571479797363281,0.10671329498291016,0.2648782730102539,0.003988504409790039
0.10274910926818848,0.11966586112976074,0.11123275756835938,0.11121296882629395,0.001993894577026367
0.12422323226928711,0.103759765625,0.11221098899841309,0.09870672225952148,0.0019931793212890625
0.2608661651611328,0.12151765823364258,0.10274934768676758,0.11021947860717773,0.004055500030517578
0.2514653205871582,0.1127479076385498,0.08638286590576172,0.08380985260009766,0.003988981246948242
0.12729883193969727,0.25551486015319824,0.10523390769958496,0.10695838928222656,0.0030107498168945312
0.10957121849060059,0.09276485443115234,0.2445206642150879,0.11828970909118652,0.0020246505737304688
0.1027224063873291,0.1173100471496582,0.10973095893859863,0.10454821586608887,0.001966714859008789
0.11022114753723145,0.10772013664245605,0.08461475372314453,0.10425376892089844,0.0019936561584472656
0.0927743911743164,0.10126423835754395,0.1049661636352539,0.1075124740600586,0.001995086669921875
0.10603928565979004,0.09439396858215332,0.08195805549621582,0.08880901336669922,0.004988670349121094
0.11515450477600098,0.10375523567199707,0.11021900177001953,0.11571955680847168,0.002991914749145508
0.10766243934631348,0.08130502700805664,0.23500752449035645,0.0837852954864502,0.0039904117584228516
0.12067151069641113,0.11668753623962402,0.1180410385131836,0.16954660415649414,0.004990100860595703
0.10124993324279785,0.10979866981506348,0.10526204109191895,0.24704241752624512,0.003989219665527344
0.11466717720031738,0.10374164581298828,0.0969705581665039,0.11323881149291992,0.0029981136322021484
0.11719393730163574,0.13380146026611328,0.10426688194274902,0.09533047676086426,0.003989696502685547
0.11061644554138184,0.12065410614013672,0.10574603080749512,0.11010217666625977,0.001994609832763672
0.24553799629211426,0.07816743850708008,0.09329938888549805,0.08277750015258789,0.003987312316894531
0.12718844413757324,0.10773277282714844,0.12122726440429688,0.09795570373535156,0.0029997825622558594
0.08782267570495605,0.08945655822753906,0.08577656745910645,0.11326479911804199,0.0019969940185546875
0.11322402954101562,0.10442137718200684,0.10372209548950195,0.09731149673461914,0.0029926300048828125
0.10625410079956055,0.26491761207580566,0.10723662376403809,0.10265827178955078,0.001995086669921875
0.10220813751220703,0.11681652069091797,0.10824894905090332,0.13718152046203613,0.002991199493408203
0.10296964645385742,0.1316819190979004,0.09428071975708008,0.0882730484008789,0.003989458084106445
0.26833319664001465,0.11566281318664551,0.14758777618408203,0.10481524467468262,0.0019960403442382812
0.09389376640319824,0.08795976638793945,0.2371692657470703,0.08260607719421387,0.004991292953491211
0.10571503639221191,0.11873102188110352,0.10675692558288574,0.10172677040100098,0.0029900074005126953
0.23247742652893066,0.08264827728271484,0.08872342109680176,0.08308839797973633,0.003991127014160156
0.10851144790649414,0.11179852485656738,0.10272383689880371,0.2655317783355713,0.0019974708557128906
0.10571837425231934,0.08431005477905273,0.10300278663635254,0.09374880790710449,0.001995563507080078
0.2412712574005127,0.09701657295227051,0.09566950798034668,0.11321091651916504,0.0019235610961914062
0.08309340476989746,0.0848081111907959,0.08481669425964355,0.23257017135620117,0.003988981246948242
0.1047220230102539,0.1152048110961914,0.09525275230407715,0.10973167419433594,0.002682209014892578
0.08607172966003418,0.0823216438293457,0.08334469795227051,0.07780146598815918,0.003988504409790039
0.09377789497375488,0.126694917678833,0.10075187683105469,0.09827709197998047,0.001966238021850586
0.09916472434997559,0.10599422454833984,0.1242067813873291,0.11026597023010254,0.0029909610748291016
0.11527276039123535,0.12331795692443848,0.12114787101745605,0.1008291244506836,0.0029914379119873047
0.07730579376220703,0.2276139259338379,0.10247945785522461,0.10072994232177734,0.0020227432250976562
0.09975624084472656,0.10073018074035645,0.25295162200927734,0.09873557090759277,0.0020036697387695312
0.09479713439941406,0.0832831859588623,0.09572863578796387,0.25794291496276855,0.001993894577026367
0.12004685401916504,0.10440516471862793,0.10322976112365723,0.10840511322021484,0.00299072265625
0.2514021396636963,0.09968924522399902,0.08328890800476074,0.10012078285217285,0.001994609832763672
0.11401867866516113,0.10491418838500977,0.11272263526916504,0.23944973945617676,0.0019941329956054688
0.10671401023864746,0.10748863220214844,0.11619734764099121,0.1110069751739502,0.0019936561584472656
0.10104107856750488,0.09872937202453613,0.08978581428527832,0.12466573715209961,0.001992940902709961
