cost,depth,tqc3TT,tqc3RT,tqc3Counts,tqc3Depth,tqc3Qubits,tqc2TT,tqc2RT,tqc2Counts,tqc2Depth,tqc2Qubits,tqc1TT,tqc1RT,tqc1Counts,tqc1Depth,tqc1Qubits,tqc0TT,tqc0RT,tqc0Counts,tqc0Depth,tqc0Qubits,sim
10,6,0.012969970703125,0.06334853172302246,"{'1000000': 462, '1000001': 470, '0000001': 23, '1100000': 6, '1000010': 3, '1010001': 8, '0000000': 10, '1000101': 8, '1000011': 4, '1001000': 11, '1000100': 7, '1100001': 4, '1010000': 5, '1100101': 1, '1001001': 2}",3,"{5: 3, 3: 1}",0.012964725494384766,0.08604192733764648,"{'1001000': 8, '1000000': 475, '0000001': 16, '1000001': 447, '1000011': 9, '1010000': 9, '1000101': 6, '1000100': 3, '1100000': 6, '1010001': 3, '1100001': 5, '0000100': 1, '1000010': 9, '1000110': 1, '0000000': 11, '1001010': 1, '1001011': 1, '1001001': 9, '1100101': 1, '0100001': 1, '0010001': 1, '0001001': 1}",3,"{5: 3, 3: 1}",0.01240682601928711,0.09410738945007324,"{'1000001': 438, '1001000': 9, '1000000': 483, '0000000': 18, '1000110': 1, '0001000': 1, '1000100': 9, '0000001': 19, '1100001': 7, '1000010': 8, '1010000': 7, '1000011': 6, '1010001': 4, '1100000': 4, '1000101': 5, '1001001': 5}",3,"{0: 3, 6: 1}",0.010309457778930664,0.09778666496276855,"{'1000001': 462, '1001000': 8, '1000000': 446, '0000001': 24, '1100001': 7, '1000011': 9, '0000100': 1, '1000010': 9, '1100000': 9, '0000000': 21, '1000100': 5, '1001001': 6, '0000011': 1, '1000101': 7, '1010000': 7, '0001001': 1, '0001000': 1}",12,"{0: 12, 6: 1}","{'1000000': 518, '1000001': 506}"
10,7,0.012242794036865234,0.06663012504577637,"{'0010001': 10, '0100000': 6, '0000000': 473, '0010000': 8, '0100001': 8, '0000001': 475, '0000101': 4, '0000100': 11, '0000011': 4, '1000001': 5, '0000010': 4, '0001000': 2, '0001001': 3, '1000000': 10, '0100101': 1}",3,{5: 3},0.016506671905517578,0.08132457733154297,"{'0001001': 7, '0010000': 9, '0000001': 431, '0001000': 14, '0000000': 510, '1000000': 9, '1000011': 1, '0000101': 8, '0000010': 9, '0000011': 7, '1000001': 3, '0100000': 2, '0010001': 8, '0000100': 4, '0010100': 1, '0100001': 1}",3,{1: 3},0.014290094375610352,0.08537459373474121,"{'0001001': 5, '0000001': 440, '0001000': 8, '0010001': 3, '0000000': 504, '0000010': 8, '0000100': 6, '1000000': 8, '0000101': 11, '0100001': 5, '0100000': 8, '1000001': 6, '0000011': 7, '0010000': 4, '1001011': 1}",3,{0: 3},0.00978708267211914,0.08817720413208008,"{'0000001': 458, '0000101': 10, '0100000': 11, '0001000': 7, '0000000': 478, '0000010': 8, '1000000': 8, '0000011': 10, '0010000': 2, '1000001': 11, '0001001': 6, '0000100': 7, '0100001': 4, '0010001': 2, '1100000': 1, '0001011': 1}",13,{0: 13},"{'0000000': 518, '0000001': 506}"
11,2,0.031187772750854492,0.07830381393432617,"{'0000001': 35, '0101001': 19, '0100001': 871, '1100001': 17, '0100101': 18, '0111101': 1, '0100011': 12, '0100000': 32, '0100100': 2, '0110001': 13, '0110101': 3, '0000000': 1}",2,"{'1': 2, '2': 1, '4': 1, '5,3': 1, '3': 1, '6': 1}",0.02418804168701172,0.10673260688781738,"{'0101001': 6, '0000001': 57, '0100001': 859, '0100101': 10, '0100111': 1, '0100011': 12, '0110001': 18, '0100000': 40, '1100001': 13, '0101101': 1, '1000001': 1, '0110000': 1, '0000011': 1, '0010001': 1, '0110101': 2, '0000000': 1}",2,"{'1': 2, '2': 1, '4': 1, '5,3': 1, '3': 1, '6': 1}",0.01970529556274414,0.09407854080200195,"{'0100000': 56, '0101001': 16, '0000001': 48, '0100001': 847, '0100100': 4, '0100101': 14, '1100001': 17, '0110001': 11, '1100000': 1, '0000000': 2, '0100011': 5, '1000001': 1, '0101101': 1, '1110001': 1}",2,"{'5': 2, '0': 1, '2': 1, '1,3': 1, '3': 1, '6': 1}",0.022594451904296875,0.08719611167907715,"{'0101001': 18, '0000001': 28, '0100001': 866, '0110001': 17, '0110101': 7, '0100000': 32, '0100101': 18, '1100001': 11, '0100100': 1, '0111101': 1, '0100011': 10, '0000000': 3, '0110111': 4, '0100111': 1, '0101101': 2, '0110011': 3, '1100011': 1, '0000101': 1}",7,"{'0': 6, '4': 5, '1,2': 2, '1,3': 2, '4,5': 2, '2,1': 1, '3,1': 1, '1': 1, '5,4': 1, '3,5': 1, '5': 1, '6': 1}",{'0100001': 1024}
11,3,0.017505645751953125,0.07432723045349121,"{'0000000': 74, '1110011': 2, '0100000': 53, '0100011': 1, '1110000': 73, '1000001': 65, '0110000': 40, '0010000': 82, '1100000': 60, '0110001': 45, '1000000': 63, '1100001': 47, '0010101': 1, '1011001': 3, '0010001': 75, '1110001': 57, '0000001': 65, '1010001': 70, '1010000': 58, '1110010': 1, '0100001': 59, '0000101': 1, '0110011': 1, '0000100': 2, '1000010': 1, '1100010': 3, '1101001': 3, '1000101': 1, '1001001': 2, '0000010': 1, '1000100': 2, '1100011': 2, '0101000': 3, '0001001': 2, '1010101': 1, '0011001': 2, '1010011': 1, '1111001': 1, '0010010': 1}",3,"{0: 3, 1: 3, 2: 3, 5: 3, 3: 1}",0.019933700561523438,0.08487749099731445,"{'0010000': 69, '0100001': 77, '0000001': 62, '1010000': 57, '1100001': 63, '1010001': 65, '1000000': 56, '0110001': 57, '0100000': 66, '0110000': 57, '1000001': 65, '1110001': 44, '0010001': 60, '1100000': 59, '1110000': 56, '0000000': 81, '1000101': 1, '0110100': 2, '0000011': 2, '0101000': 1, '0001000': 1, '0011000': 1, '1000100': 3, '0011001': 1, '1001001': 1, '0111000': 1, '0100100': 1, '0000100': 2, '1101001': 1, '1000011': 2, '0110010': 1, '0101001': 2, '1111000': 1, '1110100': 1, '0010010': 1, '1111001': 1, '0010011': 1, '1011000': 1, '0010100': 1}",3,"{0: 3, 1: 3, 2: 3, 5: 3, 3: 1}",0.01514291763305664,0.09028172492980957,"{'0101001': 2, '0010000': 80, '0000001': 63, '0110000': 65, '1000001': 64, '0100011': 1, '1110000': 62, '0110001': 55, '1000000': 72, '1110011': 4, '0100000': 78, '1110010': 1, '0100001': 68, '1010000': 56, '0000000': 54, '0010001': 53, '1110001': 53, '1100001': 64, '0011000': 1, '1010100': 1, '1010001': 48, '1100000': 52, '0001000': 2, '1010101': 1, '0010010': 1, '1011000': 1, '0010100': 2, '1100010': 2, '1010011': 2, '0101000': 2, '0110100': 2, '1001000': 2, '1000011': 1, '1000010': 3, '0100101': 1, '0111000': 1, '1110101': 1, '1101000': 1, '1010010': 1, '0010011': 1}",3,"{0: 3, 4: 3, 5: 3, 6: 3, 3: 1}",0.010142087936401367,0.09899163246154785,"{'1100001': 61, '1010000': 75, '1000001': 55, '0110000': 61, '0010000': 62, '0100010': 1, '1110001': 54, '0110001': 54, '1000000': 65, '1110000': 47, '0010001': 50, '0000000': 74, '1010001': 60, '0000001': 72, '0100001': 58, '0110100': 1, '0000011': 3, '1110011': 1, '0100000': 66, '1010100': 1, '0011000': 3, '1100000': 61, '1011000': 2, '1101001': 1, '0010011': 2, '1001001': 1, '1100100': 1, '0110011': 2, '0000100': 1, '1001000': 1, '0111001': 2, '0110010': 1, '1000011': 2, '0110101': 1, '0000010': 3, '1110101': 1, '0100101': 1, '1111000': 2, '0100100': 1, '1100011': 2, '1010101': 1, '0001001': 2, '1010011': 2, '1111001': 2, '0101001': 1, '1110100': 1, '1010010': 2, '1100101': 1}",5,"{0: 5, 4: 3, 5: 3, 6: 3, 3: 1}","{'1110000': 61, '0010001': 60, '1010001': 78, '0000001': 62, '0100001': 63, '1000001': 62, '0110000': 72, '1100001': 48, '0110001': 56, '1000000': 84, '0000000': 56, '1110001': 76, '0100000': 59, '1010000': 69, '1100000': 51, '0010000': 67}"
11,4,0.019577741622924805,0.08762240409851074,"{'1000001': 871, '1000000': 46, '0000001': 44, '1000011': 10, '1101001': 1, '1100001': 17, '1010001': 12, '1000101': 15, '1010000': 1, '1001001': 2, '0100001': 2, '1100000': 1, '1100011': 1, '1000100': 1}",2,"{'0': 2, '2': 1, '1,3': 1, '3': 1}",0.01225137710571289,0.09827113151550293,"{'1001001': 11, '1000001': 871, '1000000': 39, '1100001': 9, '1000011': 21, '0000001': 37, '1000100': 1, '1010001': 13, '0000000': 3, '1010101': 2, '1011001': 1, '1000101': 9, '0010001': 1, '1110001': 1, '0100001': 1, '1100000': 1, '1010000': 2, '1100011': 1}",2,"{'4': 2, '5,3': 1, '3': 1, '6': 1}",0.016300678253173828,0.09776782989501953,"{'1001001': 14, '1000001': 875, '1100001': 9, '1000011': 17, '0000011': 1, '1000101': 10, '0000001': 42, '1000000': 41, '1010001': 6, '0100001': 1, '1000010': 3, '0000000': 3, '0001001': 1, '1100101': 1}",2,"{'0': 2, '4': 1, '5,6': 1, '6': 1}",0.008942604064941406,0.10069465637207031,"{'1001001': 8, '1100011': 2, '1000001': 855, '1010001': 7, '1100001': 18, '1000011': 23, '0110001': 1, '1000000': 46, '0000001': 55, '1000101': 8, '1000010': 1}",4,"{'0': 4, '4': 1, '5,6': 1, '6': 1}",{'1000001': 1024}
11,5,0.016376256942749023,0.06557726860046387,"{'1101000': 16, '1100000': 873, '1100010': 17, '1000000': 32, '1100100': 11, '0100000': 43, '1110000': 13, '1110001': 2, '0100010': 1, '1100001': 10, '0000000': 4, '1110010': 2}",2,"{'4': 2, '5,3': 1, '6': 1}",0.012203216552734375,0.08273911476135254,"{'1100010': 10, '1000000': 51, '1101000': 6, '1100000': 866, '0100000': 60, '1100100': 5, '1110000': 7, '0100010': 1, '1110001': 4, '0100100': 1, '1100001': 6, '0100001': 2, '1001000': 1, '1100011': 1, '0110000': 1, '1000001': 1, '1000100': 1}",2,"{'0': 2, '2': 1, '1,3': 1}",0.01489710807800293,0.19617390632629395,"{'1101000': 13, '1100000': 868, '1100100': 20, '1110011': 1, '0100000': 27, '1000000': 35, '1110000': 27, '1100110': 1, '1100001': 17, '1100010': 9, '0000000': 1, '1001000': 1, '0100100': 1, '1101100': 1, '1110001': 1, '0100001': 1}",2,"{'6': 2, '4': 1, '5,3': 1}",0.013931989669799805,0.08264756202697754,"{'1101000': 12, '1100000': 854, '1000000': 35, '1100010': 16, '1110000': 18, '1110011': 2, '0100000': 39, '1100100': 14, '1100001': 9, '0100001': 2, '0100010': 1, '1110001': 12, '1111001': 4, '1000001': 1, '0101000': 2, '1001000': 1, '1111100': 1, '1111000': 1}",14,"{'3': 12, '4': 5, '0,1': 2, '1,3': 2, '4,5': 2, '1,0': 1, '3,1': 1, '5,4': 1, '3,5': 1, '6': 1}",{'1100000': 1024}
11,6,0.018316030502319336,0.061081647872924805,"{'0001001': 9, '0100001': 11, '0000001': 905, '1000001': 11, '0000000': 41, '0010001': 14, '1000011': 1, '0000101': 17, '0000100': 7, '1000101': 1, '0000011': 4, '0100000': 1, '0001000': 1, '0010000': 1}",2,"{'5,3': 1, '5': 1, '6': 1}",0.018015146255493164,0.07620048522949219,"{'0100001': 20, '0001001': 15, '0000001': 905, '0010001': 13, '0000000': 29, '0100000': 1, '0000101': 12, '1000001': 20, '0000100': 2, '0010000': 2, '0000011': 2, '1000000': 1, '0011001': 2}",2,"{'5,3': 1, '5': 1, '6': 1}",0.012015342712402344,0.0881643295288086,"{'0100001': 16, '0000001': 887, '1000101': 1, '0000011': 10, '1001001': 1, '1000001': 19, '1000011': 1, '0000101': 17, '0001000': 3, '0000000': 40, '1000000': 3, '0001001': 19, '0010001': 7}",2,"{'0': 1, '1,3': 1, '1': 1}",0.01809978485107422,0.12517738342285156,"{'0001001': 10, '0000001': 893, '1100001': 1, '0000101': 12, '1000001': 14, '0000000': 41, '0000011': 24, '0000100': 8, '0000010': 3, '0100001': 7, '0010110': 1, '0100000': 2, '0010001': 5, '0000110': 2, '1001001': 1}",15,"{'1': 13, '0,1': 2, '1,0': 1, '1,2': 1, '6': 1}",{'0000001': 1024}
11,7,0.024542808532714844,0.09581542015075684,"{'0100001': 14, '0001001': 10, '0000001': 917, '0010001': 3, '0000000': 40, '0000011': 10, '0000101': 15, '1000001': 10, '0100101': 1, '0100000': 2, '0001000': 2}",2,"{'1,3': 1, '1': 1}",0.016358613967895508,0.09035825729370117,"{'0001001': 16, '0000001': 899, '0010001': 19, '0000000': 44, '0000101': 8, '1000011': 2, '1000001': 15, '0000011': 7, '0100000': 1, '0100001': 12, '0010000': 1}",2,"{'5,3': 1, '5': 1}",0.014330625534057617,0.10530328750610352,"{'0100001': 10, '0000001': 909, '0100000': 2, '0010001': 9, '0000000': 49, '0000101': 11, '0000011': 14, '1000101': 1, '0001001': 7, '1000001': 5, '0000010': 2, '0001000': 1, '0100011': 3, '0010000': 1}",2,"{'1,3': 1, '1': 1}",0.0220339298248291,0.09452605247497559,"{'0100000': 3, '0000000': 44, '0001001': 17, '0000001': 876, '0100001': 22, '0000011': 22, '0000100': 1, '1000001': 8, '0000111': 1, '0001011': 1, '0100010': 3, '1000011': 1, '0000101': 5, '0000010': 3, '0101011': 1, '0010001': 6, '0010000': 1, '0101001': 7, '0100101': 1, '0010011': 1}",20,"{'1': 18, '0,1': 2, '3,5': 2, '1,0': 1, '5,3': 1, '1,3': 1}",{'0000001': 1024}
12,2,0.019185304641723633,0.08909821510314941,"{'0000100': 1, '0101101': 28, '1110000': 1, '1001110': 2, '0111101': 30, '0001100': 36, '0001110': 1, '0100101': 2, '1001100': 38, '0011101': 28, '0111000': 24, '1001001': 39, '1000001': 2, '1111101': 30, '0001001': 35, '1010101': 4, '0011001': 41, '1101100': 31, '1011010': 1, '1101000': 32, '0001000': 39, '0010101': 1, '1011001': 39, '1111001': 26, '0101001': 36, '0111100': 16, '0001101': 29, '1101101': 24, '0000000': 2, '1111100': 31, '0111110': 1, '0001011': 1, '1001101': 31, '0111001': 29, '1001000': 39, '1011101': 24, '0101000': 29, '1101001': 26, '1010100': 1, '0011000': 37, '1111000': 24, '1011100': 22, '0101110': 1, '0010100': 1, '1011000': 26, '0011100': 23, '0101111': 1, '0110001': 4, '1000000': 2, '0110100': 3, '0101100': 29, '1011110': 2, '0001010': 1, '0100001': 3, '1100000': 2, '1111010': 1, '0110101': 3, '1010000': 2, '1100100': 1, '1011111': 1, '1101011': 1, '1110101': 2, '0000001': 1, '1001111': 1}",3,"{0: 3, 1: 3, 3: 3, 4: 3, 5: 3, 6: 1}",0.017230987548828125,0.08965229988098145,"{'0001100': 30, '0111101': 42, '1011100': 32, '0011000': 33, '0001001': 37, '0010100': 1, '1011000': 28, '0011100': 31, '1001001': 37, '0111000': 33, '0000100': 1, '0101101': 18, '0100100': 1, '0111100': 35, '0001101': 37, '0101000': 37, '1101100': 26, '0111110': 1, '1110001': 1, '1001101': 22, '1111101': 20, '1000001': 1, '0110000': 2, '1001100': 35, '0001000': 27, '0000000': 2, '1111100': 28, '1101001': 26, '0110001': 1, '1111110': 1, '1000000': 1, '0111001': 27, '1001000': 35, '1111000': 40, '0011001': 30, '1101101': 34, '1010000': 2, '1000101': 2, '0110100': 1, '0101100': 33, '1011101': 20, '1101000': 27, '0101001': 42, '1100001': 1, '0011101': 34, '0010101': 1, '1011001': 25, '1111001': 28, '1111011': 1, '0101010': 1, '1001010': 1, '1110100': 1, '0011011': 1, '1111111': 1, '0101110': 1, '0000101': 4, '0001010': 1, '0100001': 1, '1100000': 1, '1010001': 1}",3,"{0: 3, 1: 3, 3: 3, 5: 3, 6: 3, 4: 1}",0.016498088836669922,0.08352422714233398,"{'1101000': 30, '1001011': 1, '0111100': 31, '0001101': 30, '1001000': 37, '0111001': 26, '0011100': 34, '1111000': 29, '0111101': 25, '0001100': 37, '0110000': 2, '1111101': 23, '1010100': 1, '0011000': 37, '1010101': 2, '0011001': 27, '0010100': 2, '1101010': 1, '1011000': 33, '1011100': 26, '0101001': 27, '0001000': 50, '0010101': 4, '1011001': 31, '0000101': 1, '0101110': 2, '0101000': 30, '0111000': 32, '1001001': 34, '1101001': 29, '1110100': 3, '1001010': 1, '1101101': 36, '0000000': 1, '1111100': 26, '0111110': 1, '1001101': 25, '1101100': 29, '1111001': 29, '0011101': 31, '1000101': 1, '0110100': 1, '0101100': 29, '1010000': 2, '1001100': 33, '0000100': 1, '0101101': 26, '1011101': 32, '0001001': 24, '1101111': 1, '0101010': 1, '1111011': 2, '1000100': 1, '1111010': 2, '0110101': 1, '0111111': 2, '0001010': 2, '0100001': 2, '0011010': 1, '1100100': 1, '0111010': 1, '0010000': 1, '1100101': 1}",3,"{0: 3, 2: 3, 4: 3, 5: 3, 6: 3, 3: 1}",0.012291669845581055,0.09264922142028809,"{'0010001': 4, '1101101': 27, '0011101': 34, '1101001': 31, '1001000': 36, '0111001': 33, '1000001': 3, '1111101': 30, '1101100': 22, '0111100': 19, '0001101': 28, '0011000': 30, '0001000': 30, '0101000': 52, '0011100': 25, '1101000': 30, '1111001': 28, '1100100': 3, '0011010': 2, '0101101': 20, '0010100': 1, '1101010': 1, '1011000': 31, '1110000': 1, '0001100': 30, '0111101': 35, '0111000': 37, '1001001': 35, '1111000': 40, '1000101': 1, '0101100': 27, '1111100': 28, '1110001': 1, '0111110': 1, '1001101': 32, '0011001': 32, '0101001': 23, '0001001': 31, '0001110': 2, '1001100': 33, '0010101': 2, '1011001': 34, '1011100': 26, '0110101': 1, '0101011': 1, '0001111': 1, '1110101': 2, '1100000': 1, '0011110': 1, '0001010': 1, '0100001': 2, '1011101': 36, '0010000': 1, '1100101': 1, '1010001': 1, '1010011': 1, '1101111': 1, '0100000': 1, '0110001': 1}",4,"{0: 4, 2: 3, 4: 3, 5: 3, 6: 3, 3: 1}","{'0001101': 26, '0111100': 29, '1011100': 20, '0111001': 24, '1001000': 40, '0001100': 39, '0111101': 30, '0011001': 31, '0001000': 34, '0101000': 35, '0011100': 32, '0011101': 46, '0011000': 44, '0111000': 35, '1001001': 34, '1001101': 30, '1111101': 32, '0101100': 22, '1011001': 26, '1101101': 30, '0101001': 36, '1111000': 36, '1101001': 39, '1111100': 30, '1111001': 34, '1101100': 26, '0101101': 34, '0001001': 31, '1011000': 41, '1101000': 26, '1011101': 28, '1001100': 24}"
12,3,0.02342081069946289,0.07078933715820312,"{'0000000': 38, '0001000': 2, '0100000': 441, '0010000': 1, '0101010': 1, '0000001': 468, '0000100': 1, '0000011': 7, '1000000': 2, '0101000': 5, '0001001': 4, '1000001': 2, '0110000': 7, '0100100': 4, '0100010': 11, '1100000': 6, '0010001': 6, '0100001': 11, '0000010': 2, '0100011': 1, '0000101': 2, '0010011': 1, '0100110': 1}",4,"{'1': 3, '0': 1, '2': 1, '1,3': 1, '3': 1, '5': 1}",0.017240524291992188,0.08887553215026855,"{'0000000': 34, '0100000': 464, '1100000': 7, '0001001': 11, '0000001': 450, '0000101': 7, '0000011': 7, '0110000': 1, '1000001': 11, '0100001': 11, '0100010': 7, '0100100': 2, '0101000': 5, '0000100': 2, '1000000': 1, '1110000': 1, '1100001': 1, '0001000': 1, '0010001': 1}",4,"{'5': 3, '1': 1, '4': 1, '5,3': 1, '3': 1, '6': 1}",0.01709151268005371,0.09631538391113281,"{'0100001': 15, '0101010': 1, '0000001': 454, '0010001': 12, '0000000': 28, '0100000': 453, '0100010': 5, '1000001': 6, '0110000': 7, '1100000': 7, '0000101': 7, '0100100': 5, '0000011': 8, '0001001': 5, '0101000': 4, '1100100': 1, '0000100': 1, '0110001': 2, '0000010': 1, '0100110': 1, '0010000': 1}",4,"{'5': 3, '1': 1, '4': 1, '5,3': 1, '3': 1, '6': 1}",0.017515897750854492,0.10129785537719727,"{'0001000': 6, '0000000': 57, '0101000': 9, '0100000': 425, '0001001': 13, '0000001': 424, '1000001': 7, '0000011': 10, '0100001': 20, '0001011': 1, '0100010': 11, '0000010': 1, '0100100': 9, '0000101': 5, '1100000': 8, '1000000': 2, '0010001': 8, '0101001': 4, '1100100': 1, '0010000': 1, '0000100': 1, '0111000': 1}",6,"{'0': 4, '0,1': 2, '3': 2, '3,5': 2, '1,0': 1, '4': 1, '5,3': 1, '1,3': 1, '6': 1}","{'0100000': 523, '0000001': 501}"
12,4,0.024039506912231445,0.06206250190734863,"{'1000001': 449, '1000000': 468, '0010101': 1, '1100000': 9, '1010000': 7, '1000011': 8, '0000001': 18, '0000000': 14, '1010001': 15, '1100001': 10, '1000010': 5, '1001001': 5, '1110001': 1, '1001000': 3, '1000100': 5, '1000101': 6}",4,"{'5': 3, '4': 2, '5,3': 1, '3': 1, '6': 1}",0.01928997039794922,0.08671689033508301,"{'1000001': 428, '1000000': 469, '0000101': 2, '1000011': 13, '1010000': 12, '1000100': 7, '0100001': 1, '1000010': 9, '1001011': 1, '0000001': 23, '0000000': 15, '1100000': 9, '1010001': 11, '0000011': 1, '1000101': 4, '1001000': 5, '1100001': 5, '1110001': 1, '0010001': 1, '1001001': 6, '1101000': 1}",4,"{'5': 3, '4': 2, '5,3': 1, '3': 1, '6': 1}",0.019612789154052734,0.25800037384033203,"{'1000000': 460, '1000001': 452, '1101001': 1, '1100001': 10, '1010000': 12, '0000000': 16, '0000001': 15, '1000101': 6, '1001001': 5, '0000100': 1, '1000010': 7, '1100000': 9, '1010001': 9, '1000011': 8, '1001011': 1, '1000100': 6, '0011000': 2, '1001000': 4}",5,"{'5': 4, '4': 2, '5,3': 1, '3': 1, '6': 1}",0.020052433013916016,0.09433603286743164,"{'0000010': 1, '1000100': 7, '1000001': 433, '1000000': 458, '0000001': 12, '1000010': 7, '1010001': 10, '0000000': 23, '1010000': 10, '1011001': 3, '1000101': 7, '1010011': 4, '1011000': 2, '1100000': 8, '1001000': 18, '1001001': 5, '0000101': 1, '1000011': 7, '1100001': 4, '0100000': 1, '0011001': 1, '1010010': 1, '0100001': 1}",6,"{'6': 5, '1': 4, '0,1': 2, '4,5': 2, '3,5': 2, '0': 1, '1,0': 1, '5': 1, '5,4': 1, '5,3': 1, '1,3': 1, '3': 1}","{'1000001': 505, '1000000': 519}"
12,5,0.015397787094116211,0.06247663497924805,"{'0100000': 129, '0000000': 135, '0000001': 117, '0100001': 116, '1100001': 126, '1001001': 6, '1100000': 96, '1000000': 125, '0110001': 2, '1100010': 5, '0110000': 1, '1000001': 111, '0010001': 2, '1100101': 1, '1100011': 2, '0000011': 3, '1000101': 3, '1000100': 3, '0000010': 3, '0010000': 4, '0101000': 3, '0100100': 2, '0100101': 3, '0000101': 2, '0001000': 5, '1010000': 4, '0001001': 2, '1000010': 2, '0000100': 1, '1110001': 1, '1001000': 1, '1101001': 1, '0101001': 1, '1010001': 2, '1101000': 3, '1110000': 1}",3,"{3: 3, 4: 3, 5: 3}",0.014734268188476562,0.07827949523925781,"{'0000001': 124, '0100001': 133, '1000001': 116, '0000000': 131, '0100000': 109, '1100001': 115, '1100000': 123, '1000000': 124, '0000011': 2, '1000101': 2, '0001000': 3, '1001000': 4, '0010000': 3, '0100101': 2, '0100011': 2, '0001001': 4, '1101001': 2, '1000010': 1, '0000100': 2, '1100011': 1, '1101000': 1, '0100010': 2, '1110001': 1, '0101000': 5, '0000010': 2, '1000100': 1, '1010000': 2, '0000101': 1, '1000011': 3, '1010001': 1, '1100100': 1, '1001001': 1}",3,"{1: 3, 2: 3, 3: 3}",0.014381885528564453,0.08493781089782715,"{'0100000': 138, '0000000': 112, '0110110': 1, '0000001': 123, '0100001': 117, '0110000': 1, '1000001': 99, '0110001': 1, '1000000': 128, '1100001': 135, '1100000': 124, '0101001': 3, '0000011': 4, '1000101': 2, '0100101': 2, '1001000': 3, '1001001': 2, '0010000': 2, '0001000': 3, '0000010': 3, '1000100': 1, '1010000': 2, '1010001': 2, '1100010': 3, '1000010': 1, '0000100': 1, '0100010': 4, '1100100': 1, '0000101': 2, '1101000': 1, '1100011': 1, '0001101': 1, '0010001': 1}",3,"{0: 3, 5: 3, 6: 3}",0.011815786361694336,0.0947265625,"{'1100000': 113, '0100001': 119, '1100100': 4, '0100000': 120, '0000000': 124, '0110001': 1, '1000000': 123, '1100001': 114, '0110000': 1, '1000001': 130, '1100011': 2, '0101001': 3, '0000001': 123, '1000010': 4, '0000100': 2, '1001001': 5, '0101000': 3, '1000100': 2, '0000010': 3, '0100100': 2, '1001000': 3, '0100011': 3, '1101001': 2, '1010000': 3, '0000011': 3, '1000101': 1, '0100010': 1, '0010001': 1, '0001000': 2, '0000101': 1, '1001100': 1, '0100101': 3, '0001001': 1, '1100101': 1}",19,"{0: 19, 5: 3, 6: 3}","{'0100000': 112, '0000000': 133, '1100000': 134, '1000001': 116, '1000000': 123, '1100001': 134, '0000001': 151, '0100001': 121}"
12,6,0.020705461502075195,0.06384563446044922,"{'1000000': 466, '1000011': 4, '1001001': 8, '1000001': 434, '0000000': 30, '0000001': 40, '1100000': 7, '0000011': 1, '1000101': 7, '1010001': 2, '0100000': 1, '1001000': 6, '1000100': 2, '0010000': 1, '1000010': 4, '0001001': 2, '1010000': 3, '1100001': 4, '0001000': 1, '1001101': 1}",4,"{'1': 3, '2': 2, '1,3': 1}",0.023435115814208984,0.0893106460571289,"{'1000001': 438, '1000000': 491, '1000101': 8, '0000000': 20, '1100001': 2, '1010000': 14, '1000010': 6, '0000001': 21, '1000011': 2, '1001000': 7, '0001000': 2, '1001001': 7, '1010001': 2, '1000100': 2, '1011001': 1, '1100000': 1}",4,"{'1': 3, '0': 2, '1,3': 1}",0.017331600189208984,0.08863663673400879,"{'1000000': 471, '1000001': 450, '1100000': 9, '1000011': 5, '1100001': 11, '0000001': 20, '0000010': 1, '1000100': 7, '0000000': 18, '1000010': 6, '1001001': 9, '1001000': 9, '1010000': 3, '1000101': 2, '1011000': 1, '1010001': 1, '1110000': 1}",5,"{'1': 4, '0': 2, '1,3': 1}",0.018090248107910156,0.09414958953857422,"{'1001010': 1, '1000001': 473, '1001000': 13, '1000000': 436, '1001101': 2, '1100000': 8, '1000010': 13, '1000110': 1, '0000000': 21, '1001001': 6, '1000111': 1, '0000001': 22, '0000011': 1, '1000101': 4, '1000011': 7, '1010000': 4, '1100001': 4, '1001011': 1, '0010000': 1, '1010001': 1, '1000100': 4}",8,"{'1': 6, '6': 5, '0,1': 2, '0': 1, '1,0': 1, '1,3': 1}","{'1000000': 524, '1000001': 500}"
12,7,0.02416515350341797,0.06994318962097168,"{'1000001': 9, '0011000': 1, '0010000': 6, '0000001': 479, '0000000': 459, '0001000': 16, '0000010': 6, '1000000': 7, '0100000': 5, '0100001': 3, '0000011': 5, '0010001': 12, '0000100': 4, '1000010': 1, '0000101': 2, '0101000': 1, '0001100': 1, '0001001': 5, '1001000': 1, '0011001': 1}",3,{5: 3},0.01572394371032715,0.08717870712280273,"{'0010000': 9, '0100001': 8, '0000001': 439, '0010001': 6, '0100000': 10, '0000000': 506, '1000001': 11, '0000100': 6, '0000011': 7, '1000101': 1, '0000101': 8, '0000010': 8, '0001001': 2, '0001000': 1, '1000000': 2}",3,{5: 3},0.013371706008911133,0.08820176124572754,"{'0100001': 4, '0001001': 5, '0000001': 456, '0100000': 11, '0001000': 7, '0000000': 479, '1000000': 10, '0000101': 13, '0010000': 4, '0000010': 11, '1000001': 7, '0000100': 4, '0000011': 7, '0010001': 5, '0001100': 1}",3,{0: 3},0.012322425842285156,0.09188437461853027,"{'0000001': 472, '0001000': 5, '0010001': 6, '0000000': 477, '0000011': 8, '0100101': 1, '0000101': 6, '0000010': 5, '0100001': 5, '0100000': 7, '1000001': 10, '0000100': 5, '1000000': 5, '0010000': 3, '0001001': 8, '0011000': 1}",17,{0: 17},"{'0000001': 510, '0000000': 514}"
