Cost,Depth,Selected Optimization Level,time0,depth0,time1,depth1,time2,depth2,time3,depth3,Actual Optimization Level,Time Difference
61,52,3,5.40519642829895,99,5.0349297523498535,5,5.235903739929199,5,5.161033868789673,10,1,199.95767014390066
48,36,2,5.268477439880371,54,5.316462993621826,7,4.969858407974243,6,5.214953184127808,10,2,199.95477017487738
