Cost,Depth,Selected Optimization Level,time0,depth0,time1,depth1,time2,depth2,time3,depth3,Actual Optimization Level,Time Difference
29,25,2,0.0902919769287109,59,0.0929450511932373,0,0.0902696847915649,0,0.0922895669937133,0
90,45,2,0.0871739387512207,103,0.0931985139846801,9,0.0967204093933105,7,0.08489670753479,10
40,26,1,0.0895463466644287,51,0.0916061639785766,5,0.0978505134582519,5,0.0883622407913208,9
49,30,3,0.08786461353302,82,0.0910564184188842,3,0.0904579639434814,3,0.0823794364929199,3
62,37,1,0.0892612218856811,101,0.091555118560791,3,0.1010295391082763,3,0.0897596359252929,3
98,76,3,0.0878162622451782,128,0.0841025114059448,9,0.0810157060623169,7,0.0721321821212768,10
26,13,3,0.1016281843185424,21,0.0910564422607421,8,0.0897597074508667,7,0.0855698823928833,7
52,50,3,0.0976383924484252,118,0.0976386785507202,1,0.1035229682922363,1,0.0901580572128295,1
81,58,1,0.0831713199615478,98,0.0858891010284423,10,0.0881381511688232,10,0.0818083047866821,13
4,2,3,0.102223515510559,5,0.113183307647705,3,0.1021918296813964,3,0.0916998147964477,3
93,31,1,0.0865923404693603,70,0.0851956605911254,6,0.0986315488815307,5,0.0825650215148925,10
68,64,2,0.0859045982360839,128,0.0985541582107543,3,0.0872352123260498,2,0.0922501325607299,10
80,52,3,0.093349814414978,141,0.0910144567489624,0,0.0981374740600586,0,0.0786232471466064,0
26,21,1,0.0897140026092529,38,0.0949010848999023,4,0.1084848642349243,4,0.0865399837493896,10
63,39,3,0.0844728469848632,63,0.094048261642456,10,0.0922652244567871,9,0.0782068967819213,13
20,11,1,0.1010291814804077,19,0.1016281127929687,6,0.1227712154388427,6,0.092850375175476,7
3,3,3,0.0919312715530395,3,0.0974912881851196,3,0.0923835277557373,3,0.0808831214904785,3
54,11,3,0.1023704290390014,19,0.0974497556686401,14,0.0867865800857543,13,0.0873887777328491,10
44,42,3,0.0983561754226684,95,0.0926177740097045,1,0.0921048879623413,1,0.0886816501617431,1
92,5,3,0.0944855690002441,18,0.0924050331115722,16,0.0944075345993042,15,0.0817165374755859,14
45,30,3,0.0952052354812622,78,0.094494342803955,3,0.0982130289077758,3,0.090017819404602,3
22,15,2,0.100951886177063,33,0.0989628553390502,5,0.1058314800262451,4,0.1048253297805786,10
93,5,1,0.1062408924102783,23,0.0977516174316406,18,0.0897545576095581,18,0.0896357059478759,19
57,34,3,0.0920531034469604,83,0.0993340492248535,2,0.090058946609497,2,0.0811819314956665,2
89,87,3,0.0873959064483642,204,0.1070262193679809,1,0.0981860637664795,1,0.0795818328857421,1
89,65,3,0.0966923713684082,117,0.0940029382705688,11,0.0879853725433349,10,0.0752129793167114,11
75,62,3,0.0910292863845825,107,0.09500412940979,8,0.0955272912979126,7,0.0761310815811157,11
57,33,3,0.0876651763916015,48,0.0957432985305786,13,0.0928507328033447,10,0.079879355430603,12
38,4,3,0.0962959289550781,13,0.0920800447463989,7,0.0919168233871459,8,0.0987351179122924,6
27,15,3,0.1006486654281616,43,0.1031861543655395,1,0.0953202009201049,1,0.0899434804916381,1
75,54,3,0.0851558685302734,116,0.0977312803268432,4,0.0982792854309082,4,0.0772979021072387,10
83,44,3,0.0838084459304809,75,0.0917346715927124,11,0.0882715940475463,11,0.077093482017517,14
29,2,3,0.0954384088516235,10,0.1017583847045898,4,0.1017954111099243,4,0.0896684885025024,4
68,38,3,0.0866069555282592,71,0.0977123022079467,12,0.0916039943695068,10,0.0804925680160522,14
51,32,3,0.0925517320632934,64,0.1122995376586914,9,0.1029245138168335,7,0.0849718332290649,10
58,21,3,0.1048299312591552,30,0.0931933403015136,15,0.0989341020584106,14,0.0852125644683838,15
76,20,3,0.0837773084640502,54,0.1107033252716064,3,0.0846899986267089,3,0.077991509437561,3
97,33,3,0.0882814884185791,50,0.0913167715072631,21,0.0848566055297851,21,0.0825907468795776,20
80,10,2,0.0972394943237304,27,0.0986535787582397,8,0.0868643999099731,8,0.083373475074768,10
51,15,2,0.1019262790679931,32,0.1014283418655395,5,0.0929510831832885,5,0.0854705095291137,7
5,5,3,0.0919312715530395,3,0.0974912881851196,3,0.0923835277557373,3,0.0808831214904785,3
5,1,3,0.118565559387207,2,0.1122509241104126,1,0.1074950456619262,1,0.0985636711120605,1
81,8,3,0.103504991531372,27,0.1011575698852539,21,0.0894449234008789,18,0.0845993041992187,16
54,31,1,0.0952565670013427,53,0.0914856195449829,9,0.0953010082244873,9,0.0885708808898925,12
31,28,3,0.1088423490524292,70,0.1018406152725219,3,0.1004676580429077,3,0.0873053073883056,3
75,10,3,0.0951862573623657,25,0.0941057443618774,15,0.1040829896926879,14,0.0858240127563476,12
54,40,3,0.0856432676315307,72,0.0915930271148681,5,0.0878793001174926,5,0.079377269744873,10
64,53,2,0.0831766366958618,112,0.0954519271850586,5,0.0880642414093017,4,0.0846791267395019,10
